"","scri_sample_id","sample_type","sample_filter","fc","fc_methodf","fc_methodm","fc_methodc"
"345","acap_491","grabsample","membrane",400,"sm9222d","sm9222","membranefiltration"
"346","acap_497","grabsample","membrane",940,"sm9222d","sm9222","membranefiltration"
"347","acap_492","grabsample","membrane",400,"sm9222d","sm9222","membranefiltration"
"348","acap_476","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"349","acap_498","grabsample","membrane",1040,"sm9222d","sm9222","membranefiltration"
"350","acap_468","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"351","acap_499","grabsample","membrane",1510,"sm9222d","sm9222","membranefiltration"
"352","acap_501","grabsample","membrane",1730,"sm9222d","sm9222","membranefiltration"
"353","acap_493","grabsample","membrane",450,"sm9222d","sm9222","membranefiltration"
"354","acap_504","grabsample","membrane",4245,"sm9222d","sm9222","membranefiltration"
"355","acap_301","grabsample","membrane",535,"sm9222d","sm9222","membranefiltration"
"356","acap_304","grabsample","membrane",604,"sm9222d","sm9222","membranefiltration"
"357","acap_293","grabsample","membrane",400,"sm9222d","sm9222","membranefiltration"
"358","acap_276","grabsample","membrane",90,"sm9222d","sm9222","membranefiltration"
"359","acap_292","grabsample","membrane",395,"sm9222d","sm9222","membranefiltration"
"360","acap_275","grabsample","membrane",85,"sm9222d","sm9222","membranefiltration"
"361","acap_298","grabsample","membrane",460,"sm9222d","sm9222","membranefiltration"
"362","acap_288","grabsample","membrane",300,"sm9222d","sm9222","membranefiltration"
"363","acap_272","grabsample","membrane",64,"sm9222d","sm9222","membranefiltration"
"364","acap_305","grabsample","membrane",650,"sm9222d","sm9222","membranefiltration"
"365","acap_1064","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"366","acap_1068","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"367","acap_1075","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"368","acap_1059","grabsample","membrane",6,"sm9222d","sm9222","membranefiltration"
"369","acap_1056","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"370","acap_1057","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"371","acap_1093","grabsample","membrane",104,"sm9222d","sm9222","membranefiltration"
"372","acap_1080","grabsample","membrane",29,"sm9222d","sm9222","membranefiltration"
"373","acap_1079","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"374","acap_1098","grabsample","membrane",4920,"sm9222d","sm9222","membranefiltration"
"375","acap_1061","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"376","acap_871","grabsample","membrane",270000,"sm9222d","sm9222","membranefiltration"
"377","acap_839","grabsample","membrane",32000,"sm9222d","sm9222","membranefiltration"
"378","acap_880","grabsample","membrane",892000,"sm9222d","sm9222","membranefiltration"
"379","acap_850","grabsample","membrane",61333,"sm9222d","sm9222","membranefiltration"
"380","acap_867","grabsample","membrane",188000,"sm9222d","sm9222","membranefiltration"
"381","acap_832","grabsample","membrane",20000,"sm9222d","sm9222","membranefiltration"
"382","acap_851","grabsample","membrane",64665,"sm9222d","sm9222","membranefiltration"
"383","acap_848","grabsample","membrane",55000,"sm9222d","sm9222","membranefiltration"
"384","acap_860","grabsample","membrane",130000,"sm9222d","sm9222","membranefiltration"
"385","acap_834","grabsample","membrane",24000,"sm9222d","sm9222","membranefiltration"
"386","acap_1000","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"387","acap_1005","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"388","acap_1006","grabsample","membrane",70,"sm9222d","sm9222","membranefiltration"
"389","acap_994","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"390","acap_1023","grabsample","membrane",7000,"sm9222d","sm9222","membranefiltration"
"391","acap_1017","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"392","acap_1014","grabsample","membrane",130,"sm9222d","sm9222","membranefiltration"
"393","acap_1016","grabsample","membrane",193,"sm9222d","sm9222","membranefiltration"
"394","acap_1011","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"395","acap_997","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"396","acap_992","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"397","acap_560","grabsample","membrane",123,"sm9222d","sm9222","membranefiltration"
"398","acap_564","grabsample","membrane",177,"sm9222d","sm9222","membranefiltration"
"399","acap_533","grabsample","membrane",59,"sm9222d","sm9222","membranefiltration"
"400","acap_551","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"401","acap_542","grabsample","membrane",73,"sm9222d","sm9222","membranefiltration"
"402","acap_554","grabsample","membrane",105,"sm9222d","sm9222","membranefiltration"
"403","acap_525","grabsample","membrane",53,"sm9222d","sm9222","membranefiltration"
"404","acap_553","grabsample","membrane",105,"sm9222d","sm9222","membranefiltration"
"405","acap_568","grabsample","membrane",303,"sm9222d","sm9222","membranefiltration"
"406","acap_523","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"407","acap_89","grabsample","membrane",157,"sm9222d","sm9222","membranefiltration"
"408","acap_72","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"409","acap_86","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"410","acap_77","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"411","acap_76","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"412","acap_75","grabsample","membrane",6,"sm9222d","sm9222","membranefiltration"
"413","acap_83","grabsample","membrane",44,"sm9222d","sm9222","membranefiltration"
"414","acap_78","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"415","acap_74","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"416","acap_365","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"417","acap_378","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"418","acap_118","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"419","acap_94","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"420","acap_125","grabsample","membrane",62,"sm9222d","sm9222","membranefiltration"
"421","acap_103","grabsample","membrane",6,"sm9222d","sm9222","membranefiltration"
"422","acap_92","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"423","acap_91","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"424","acap_93","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"425","acap_95","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"426","acap_101","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"427","acap_911","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"428","acap_953","grabsample","membrane",310,"sm9222d","sm9222","membranefiltration"
"429","acap_924","grabsample","membrane",70,"sm9222d","sm9222","membranefiltration"
"430","acap_962","grabsample","membrane",505,"sm9222d","sm9222","membranefiltration"
"431","acap_979","grabsample","membrane",1405,"sm9222d","sm9222","membranefiltration"
"432","acap_918","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"433","acap_923","grabsample","membrane",70,"sm9222d","sm9222","membranefiltration"
"434","acap_925","grabsample","membrane",75,"sm9222d","sm9222","membranefiltration"
"435","acap_931","grabsample","membrane",110,"sm9222d","sm9222","membranefiltration"
"436","acap_950","grabsample","membrane",300,"sm9222d","sm9222","membranefiltration"
"437","acap_346","grabsample","membrane",41,"sm9222d","sm9222","membranefiltration"
"438","acap_329","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"439","acap_1234","grabsample","membrane",150,"sm9222d","sm9222","membranefiltration"
"440","acap_1226","grabsample","membrane",67,"sm9222d","sm9222","membranefiltration"
"441","acap_1232","grabsample","membrane",146,"sm9222d","sm9222","membranefiltration"
"442","acap_1239","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"443","acap_1215","grabsample","membrane",6,"sm9222d","sm9222","membranefiltration"
"444","acap_1231","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"445","acap_1246","grabsample","membrane",510,"sm9222d","sm9222","membranefiltration"
"446","acap_1271","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"447","acap_1286","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"448","acap_1295","grabsample","membrane",722,"sm9222d","sm9222","membranefiltration"
"449","acap_1287","grabsample","membrane",130,"sm9222d","sm9222","membranefiltration"
"450","acap_1282","grabsample","membrane",86,"sm9222d","sm9222","membranefiltration"
"451","acap_1288","grabsample","membrane",139,"sm9222d","sm9222","membranefiltration"
"452","acap_1275","grabsample","membrane",36,"sm9222d","sm9222","membranefiltration"
"453","acap_1438","grabsample","membrane",102,"sm9222d","sm9222","membranefiltration"
"454","acap_1434","grabsample","membrane",79,"sm9222d","sm9222","membranefiltration"
"455","acap_1419","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"456","acap_1425","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"457","acap_1432","grabsample","membrane",46,"sm9222d","sm9222","membranefiltration"
"458","acap_1428","grabsample","membrane",27,"sm9222d","sm9222","membranefiltration"
"459","acap_1421","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"460","acap_1388","grabsample","membrane",700,"sm9222d","sm9222","membranefiltration"
"461","acap_1382","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"462","acap_1390","grabsample","membrane",1067,"sm9222d","sm9222","membranefiltration"
"463","acap_1391","grabsample","membrane",1827,"sm9222d","sm9222","membranefiltration"
"464","acap_1398","grabsample","membrane",6900,"sm9222d","sm9222","membranefiltration"
"465","acap_1384","grabsample","membrane",315,"sm9222d","sm9222","membranefiltration"
"466","acap_1389","grabsample","membrane",870,"sm9222d","sm9222","membranefiltration"
"467","acap_1386","grabsample","membrane",420,"sm9222d","sm9222","membranefiltration"
"468","acap_1192","grabsample","membrane",59,"sm9222d","sm9222","membranefiltration"
"469","acap_1152","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"470","acap_1203","grabsample","membrane",284,"sm9222d","sm9222","membranefiltration"
"471","acap_1208","grabsample","membrane",5600,"sm9222d","sm9222","membranefiltration"
"472","acap_1156","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"473","acap_1184","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"474","acap_1172","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"475","acap_1196","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"476","acap_169","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"477","acap_197","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"478","acap_204","grabsample","membrane",420,"sm9222d","sm9222","membranefiltration"
"479","acap_199","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"480","acap_188","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"481","acap_201","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"482","acap_196","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"483","acap_159","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"484","acap_214","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"485","acap_217","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"486","acap_231","grabsample","membrane",29,"sm9222d","sm9222","membranefiltration"
"487","acap_232","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"488","acap_228","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"489","acap_257","grabsample","membrane",258,"sm9222d","sm9222","membranefiltration"
"490","acap_240","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"491","acap_234","grabsample","membrane",31,"sm9222d","sm9222","membranefiltration"
"492","acap_479","grabsample","membrane",165,"sm9222d","sm9222","membranefiltration"
"493","acap_482","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"494","acap_469","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"495","acap_466","grabsample","membrane",48,"sm9222d","sm9222","membranefiltration"
"496","acap_494","grabsample","membrane",477,"sm9222d","sm9222","membranefiltration"
"497","acap_488","grabsample","membrane",256,"sm9222d","sm9222","membranefiltration"
"498","acap_490","grabsample","membrane",280,"sm9222d","sm9222","membranefiltration"
"499","acap_502","grabsample","membrane",2670,"sm9222d","sm9222","membranefiltration"
"500","acap_315","grabsample","membrane",1720,"sm9222d","sm9222","membranefiltration"
"501","acap_294","grabsample","membrane",408,"sm9222d","sm9222","membranefiltration"
"502","acap_313","grabsample","membrane",1400,"sm9222d","sm9222","membranefiltration"
"503","acap_316","grabsample","membrane",1730,"sm9222d","sm9222","membranefiltration"
"504","acap_303","grabsample","membrane",580,"sm9222d","sm9222","membranefiltration"
"505","acap_284","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"506","acap_312","grabsample","membrane",1300,"sm9222d","sm9222","membranefiltration"
"507","acap_267","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"508","acap_1088","grabsample","membrane",67,"sm9222d","sm9222","membranefiltration"
"509","acap_1069","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"510","acap_1095","grabsample","membrane",182,"sm9222d","sm9222","membranefiltration"
"511","acap_1072","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
"512","acap_1096","grabsample","membrane",316,"sm9222d","sm9222","membranefiltration"
"513","acap_1087","grabsample","membrane",57,"sm9222d","sm9222","membranefiltration"
"514","acap_1085","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"515","acap_1086","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"516","acap_1024","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"517","acap_1026","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"518","acap_1051","grabsample","membrane",3390,"sm9222d","sm9222","membranefiltration"
"519","acap_1050","grabsample","membrane",1876,"sm9222d","sm9222","membranefiltration"
"520","acap_1048","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"521","acap_1047","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"522","acap_1042","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"523","acap_1044","grabsample","membrane",57,"sm9222d","sm9222","membranefiltration"
"524","acap_858","grabsample","membrane",110000,"sm9222d","sm9222","membranefiltration"
"525","acap_869","grabsample","membrane",203300,"sm9222d","sm9222","membranefiltration"
"526","acap_866","grabsample","membrane",180000,"sm9222d","sm9222","membranefiltration"
"527","acap_862","grabsample","membrane",145000,"sm9222d","sm9222","membranefiltration"
"528","acap_861","grabsample","membrane",142000,"sm9222d","sm9222","membranefiltration"
"529","acap_870","grabsample","membrane",250000,"sm9222d","sm9222","membranefiltration"
"530","acap_856","grabsample","membrane",95000,"sm9222d","sm9222","membranefiltration"
"531","acap_864","grabsample","membrane",160000,"sm9222d","sm9222","membranefiltration"
"532","acap_1018","grabsample","membrane",215,"sm9222d","sm9222","membranefiltration"
"533","acap_1021","grabsample","membrane",600,"sm9222d","sm9222","membranefiltration"
"534","acap_1012","grabsample","membrane",110,"sm9222d","sm9222","membranefiltration"
"535","acap_1015","grabsample","membrane",185,"sm9222d","sm9222","membranefiltration"
"536","acap_998","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"537","acap_1022","grabsample","membrane",880,"sm9222d","sm9222","membranefiltration"
"538","acap_1010","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"539","acap_996","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"540","acap_521","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"541","acap_566","grabsample","membrane",180,"sm9222d","sm9222","membranefiltration"
"542","acap_557","grabsample","membrane",117,"sm9222d","sm9222","membranefiltration"
"543","acap_538","grabsample","membrane",62,"sm9222d","sm9222","membranefiltration"
"544","acap_559","grabsample","membrane",121,"sm9222d","sm9222","membranefiltration"
"545","acap_556","grabsample","membrane",116,"sm9222d","sm9222","membranefiltration"
"546","acap_549","grabsample","membrane",98,"sm9222d","sm9222","membranefiltration"
"547","acap_528","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"548","acap_382","grabsample","membrane",107,"sm9222d","sm9222","membranefiltration"
"549","acap_358","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"550","acap_379","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"551","acap_364","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"552","acap_384","grabsample","membrane",244,"sm9222d","sm9222","membranefiltration"
"553","acap_359","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"554","acap_363","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"555","acap_374","grabsample","membrane",6,"sm9222d","sm9222","membranefiltration"
"556","acap_114","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"557","acap_116","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"558","acap_123","grabsample","membrane",41,"sm9222d","sm9222","membranefiltration"
"559","acap_122","grabsample","membrane",36,"sm9222d","sm9222","membranefiltration"
"560","acap_90","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"561","acap_120","grabsample","membrane",34,"sm9222d","sm9222","membranefiltration"
"562","acap_132","grabsample","membrane",145,"sm9222d","sm9222","membranefiltration"
"563","acap_96","grabsample","membrane",3,"sm9222d","sm9222","membranefiltration"
"564","acap_934","grabsample","membrane",137,"sm9222d","sm9222","membranefiltration"
"565","acap_912","grabsample","membrane",47,"sm9222d","sm9222","membranefiltration"
"566","acap_900","grabsample","membrane",18,"sm9222d","sm9222","membranefiltration"
"567","acap_966","grabsample","membrane",560,"sm9222d","sm9222","membranefiltration"
"568","acap_940","grabsample","membrane",186,"sm9222d","sm9222","membranefiltration"
"569","acap_927","grabsample","membrane",83,"sm9222d","sm9222","membranefiltration"
"570","acap_928","grabsample","membrane",98,"sm9222d","sm9222","membranefiltration"
"571","acap_937","grabsample","membrane",145,"sm9222d","sm9222","membranefiltration"
"572","acap_330","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"573","acap_333","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"574","acap_343","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"575","acap_338","grabsample","membrane",6,"sm9222d","sm9222","membranefiltration"
"576","acap_335","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"577","acap_341","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"578","acap_344","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"579","acap_328","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"580","acap_602","grabsample","membrane",63,"sm9222d","sm9222","membranefiltration"
"581","acap_604","grabsample","membrane",97,"sm9222d","sm9222","membranefiltration"
"582","acap_600","grabsample","membrane",37,"sm9222d","sm9222","membranefiltration"
"583","acap_609","grabsample","membrane",350,"sm9222d","sm9222","membranefiltration"
"584","acap_595","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"585","acap_599","grabsample","membrane",24,"sm9222d","sm9222","membranefiltration"
"586","acap_598","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"587","acap_596","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"588","acap_597","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"589","acap_603","grabsample","membrane",96,"sm9222d","sm9222","membranefiltration"
"590","acap_1221","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"591","acap_1219","grabsample","membrane",31,"sm9222d","sm9222","membranefiltration"
"592","acap_1218","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"593","acap_1223","grabsample","membrane",51,"sm9222d","sm9222","membranefiltration"
"594","acap_1235","grabsample","membrane",152,"sm9222d","sm9222","membranefiltration"
"595","acap_1220","grabsample","membrane",35,"sm9222d","sm9222","membranefiltration"
"596","acap_1243","grabsample","membrane",290,"sm9222d","sm9222","membranefiltration"
"597","acap_1242","grabsample","membrane",226,"sm9222d","sm9222","membranefiltration"
"598","acap_1217","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"599","acap_1118","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"600","acap_1119","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"601","acap_1117","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"602","acap_1130","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"603","acap_1124","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"604","acap_1125","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"605","acap_1274","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"606","acap_1273","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"607","acap_1293","grabsample","membrane",450,"sm9222d","sm9222","membranefiltration"
"608","acap_1268","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"609","acap_1280","grabsample","membrane",73,"sm9222d","sm9222","membranefiltration"
"610","acap_1272","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"611","acap_1281","grabsample","membrane",80,"sm9222d","sm9222","membranefiltration"
"612","acap_1269","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"613","acap_1279","grabsample","membrane",67,"sm9222d","sm9222","membranefiltration"
"614","acap_1423","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"615","acap_1439","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"616","acap_1418","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"617","acap_1429","grabsample","membrane",27,"sm9222d","sm9222","membranefiltration"
"618","acap_1427","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"619","acap_1422","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"620","acap_1437","grabsample","membrane",102,"sm9222d","sm9222","membranefiltration"
"621","acap_1431","grabsample","membrane",41,"sm9222d","sm9222","membranefiltration"
"622","acap_1420","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"623","acap_1424","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"624","acap_1396","grabsample","membrane",6000,"sm9222d","sm9222","membranefiltration"
"625","acap_1402","grabsample","membrane",72000,"sm9222d","sm9222","membranefiltration"
"626","acap_1401","grabsample","membrane",62857,"sm9222d","sm9222","membranefiltration"
"627","acap_1403","grabsample","membrane",120000,"sm9222d","sm9222","membranefiltration"
"628","acap_1394","grabsample","membrane",5000,"sm9222d","sm9222","membranefiltration"
"629","acap_1397","grabsample","membrane",6000,"sm9222d","sm9222","membranefiltration"
"630","acap_1395","grabsample","membrane",5500,"sm9222d","sm9222","membranefiltration"
"631","acap_1399","grabsample","membrane",24000,"sm9222d","sm9222","membranefiltration"
"632","acap_1400","grabsample","membrane",24000,"sm9222d","sm9222","membranefiltration"
"633","acap_1104","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"634","acap_1105","grabsample","membrane",22,"sm9222d","sm9222","membranefiltration"
"635","acap_1102","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
"636","acap_1100","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"637","acap_1099","grabsample","membrane",3,"sm9222d","sm9222","membranefiltration"
"638","acap_1169","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"639","acap_1173","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
"640","acap_1187","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"641","acap_1168","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"642","acap_1195","grabsample","membrane",74,"sm9222d","sm9222","membranefiltration"
"643","acap_1163","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"644","acap_1171","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"645","acap_1185","grabsample","membrane",29,"sm9222d","sm9222","membranefiltration"
"646","acap_1193","grabsample","membrane",63,"sm9222d","sm9222","membranefiltration"
"647","acap_1188","grabsample","membrane",43,"sm9222d","sm9222","membranefiltration"
"648","acap_1191","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"649","acap_1201","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"650","acap_1198","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"651","acap_1199","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"652","acap_1197","grabsample","membrane",92,"sm9222d","sm9222","membranefiltration"
"653","acap_1206","grabsample","membrane",492,"sm9222d","sm9222","membranefiltration"
"654","acap_175","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"655","acap_163","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"656","acap_193","grabsample","membrane",53,"sm9222d","sm9222","membranefiltration"
"657","acap_200","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"658","acap_184","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"659","acap_194","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"660","acap_187","grabsample","membrane",27,"sm9222d","sm9222","membranefiltration"
"661","acap_189","grabsample","membrane",37,"sm9222d","sm9222","membranefiltration"
"662","acap_170","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"663","acap_185","grabsample","membrane",24,"sm9222d","sm9222","membranefiltration"
"664","acap_198","grabsample","membrane",67,"sm9222d","sm9222","membranefiltration"
"665","acap_218","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"666","acap_216","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"667","acap_213","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"668","acap_230","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"669","acap_238","grabsample","membrane",39,"sm9222d","sm9222","membranefiltration"
"670","acap_239","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"671","acap_254","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"672","acap_227","grabsample","membrane",22,"sm9222d","sm9222","membranefiltration"
"673","acap_229","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"674","acap_486","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"675","acap_487","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"676","acap_471","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"677","acap_473","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"678","acap_485","grabsample","membrane",232,"sm9222d","sm9222","membranefiltration"
"679","acap_465","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"680","acap_484","grabsample","membrane",224,"sm9222d","sm9222","membranefiltration"
"681","acap_470","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"682","acap_477","grabsample","membrane",128,"sm9222d","sm9222","membranefiltration"
"683","acap_483","grabsample","membrane",208,"sm9222d","sm9222","membranefiltration"
"684","acap_268","grabsample","membrane",27,"sm9222d","sm9222","membranefiltration"
"685","acap_297","grabsample","membrane",440,"sm9222d","sm9222","membranefiltration"
"686","acap_302","grabsample","membrane",575,"sm9222d","sm9222","membranefiltration"
"687","acap_300","grabsample","membrane",528,"sm9222d","sm9222","membranefiltration"
"688","acap_280","grabsample","membrane",147,"sm9222d","sm9222","membranefiltration"
"689","acap_291","grabsample","membrane",360,"sm9222d","sm9222","membranefiltration"
"690","acap_307","grabsample","membrane",713,"sm9222d","sm9222","membranefiltration"
"691","acap_273","grabsample","membrane",66,"sm9222d","sm9222","membranefiltration"
"692","acap_287","grabsample","membrane",290,"sm9222d","sm9222","membranefiltration"
"693","acap_1053","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"694","acap_1063","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"695","acap_1052","grabsample","membrane",1,"sm9222d","sm9222","membranefiltration"
"696","acap_1071","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
