"","study_sh","scri_sample_id","date","state","cens.region","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","fc","fc_methodf","fc_methodm","fc_methodc"
"550","ladeq","leau_480","1990-05-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",30,"sm9222e","sm9222","membranefiltration"
"551","ladeq","leau_484","1990-01-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"552","ladeq","leau_1","1990-01-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2200,"sm9222e","sm9222","membranefiltration"
"553","ladeq","leau_2","1990-03-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",70,"sm9222e","sm9222","membranefiltration"
"554","ladeq","leau_3","1990-05-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",90,"sm9222e","sm9222","membranefiltration"
"555","ladeq","leau_4","1990-07-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"556","ladeq","leau_5","1990-09-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1300,"sm9222e","sm9222","membranefiltration"
"557","ladeq","leau_6","1990-11-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",3000,"sm9222e","sm9222","membranefiltration"
"558","ladeq","leau_182","1990-01-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",350,"sm9222e","sm9222","membranefiltration"
"559","ladeq","leau_183","1990-03-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1300,"sm9222e","sm9222","membranefiltration"
"560","ladeq","leau_184","1990-05-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2300,"sm9222e","sm9222","membranefiltration"
"561","ladeq","leau_185","1990-07-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"562","ladeq","leau_186","1990-09-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"563","ladeq","leau_187","1990-11-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",5000,"sm9222e","sm9222","membranefiltration"
"564","ladeq","leau_233","1990-06-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"565","ladeq","leau_234","1990-12-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",6,"sm9222e","sm9222","membranefiltration"
"566","ladeq","leau_235","1990-02-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"567","ladeq","leau_236","1990-10-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",50,"sm9222e","sm9222","membranefiltration"
"568","ladeq","leau_237","1990-04-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",30,"sm9222e","sm9222","membranefiltration"
"569","ladeq","leau_238","1990-08-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",50,"sm9222e","sm9222","membranefiltration"
"570","ladeq","leau_985","1991-02-05","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",790,"sm9222e","sm9222","membranefiltration"
"571","ladeq","leau_988","1991-03-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"572","ladeq","leau_990","1991-01-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",330,"sm9222e","sm9222","membranefiltration"
"573","ladeq","leau_994","1991-05-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"574","ladeq","leau_995","1991-10-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",70,"sm9222e","sm9222","membranefiltration"
"575","ladeq","leau_996","1991-04-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1600,"sm9222e","sm9222","membranefiltration"
"576","ladeq","leau_999","1991-06-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",470,"sm9222e","sm9222","membranefiltration"
"577","ladeq","leau_1003","1991-09-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"578","ladeq","leau_1008","1991-07-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"579","ladeq","leau_1015","1991-08-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2400,"sm9222e","sm9222","membranefiltration"
"580","ladeq","leau_1017","1991-12-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",700,"sm9222e","sm9222","membranefiltration"
"581","ladeq","leau_1016","1991-11-18","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"582","ladeq","leau_746","1991-04-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1600,"sm9222e","sm9222","membranefiltration"
"583","ladeq","leau_761","1991-06-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"584","ladeq","leau_767","1991-03-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",23,"sm9222e","sm9222","membranefiltration"
"585","ladeq","leau_768","1991-05-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"586","ladeq","leau_769","1991-07-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"587","ladeq","leau_772","1991-09-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"588","ladeq","leau_773","1991-10-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"589","ladeq","leau_776","1991-11-18","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"590","ladeq","leau_784","1991-08-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2400,"sm9222e","sm9222","membranefiltration"
"591","ladeq","leau_747","1991-02-04","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",68,"sm9222e","sm9222","membranefiltration"
"592","ladeq","leau_754","1991-01-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"593","ladeq","leau_774","1991-12-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1700,"sm9222e","sm9222","membranefiltration"
"594","ladeq","leau_496","1991-09-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"595","ladeq","leau_497","1991-08-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1100,"sm9222e","sm9222","membranefiltration"
"596","ladeq","leau_495","1991-11-19","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",3000,"sm9222e","sm9222","membranefiltration"
"597","ladeq","leau_483","1991-01-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1300,"sm9222e","sm9222","membranefiltration"
"598","ladeq","leau_494","1991-06-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",9000,"sm9222e","sm9222","membranefiltration"
"599","ladeq","leau_486","1991-12-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",800,"sm9222e","sm9222","membranefiltration"
"600","ladeq","leau_469","1991-02-05","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"601","ladeq","leau_470","1991-04-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"602","ladeq","leau_475","1991-03-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"603","ladeq","leau_477","1991-05-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"604","ladeq","leau_487","1991-07-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"605","ladeq","leau_488","1991-10-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"606","ladeq","leau_7","1991-01-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",400,"sm9222e","sm9222","membranefiltration"
"607","ladeq","leau_8","1991-03-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"608","ladeq","leau_9","1991-05-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"609","ladeq","leau_10","1991-07-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"610","ladeq","leau_11","1991-09-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",280,"sm9222e","sm9222","membranefiltration"
"611","ladeq","leau_12","1991-11-18","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",28000,"sm9222e","sm9222","membranefiltration"
"612","ladeq","leau_188","1991-01-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",3000,"sm9222e","sm9222","membranefiltration"
"613","ladeq","leau_189","1991-03-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"614","ladeq","leau_190","1991-05-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"615","ladeq","leau_191","1991-07-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"616","ladeq","leau_192","1991-09-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"617","ladeq","leau_193","1991-11-18","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",3000,"sm9222e","sm9222","membranefiltration"
"618","ladeq","leau_239","1991-06-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"619","ladeq","leau_240","1991-04-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"620","ladeq","leau_242","1991-10-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",50,"sm9222e","sm9222","membranefiltration"
"621","ladeq","leau_245","1991-08-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",30,"sm9222e","sm9222","membranefiltration"
"622","ladeq","leau_253","1991-12-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",11000,"sm9222e","sm9222","membranefiltration"
"623","ladeq","leau_1000","1992-02-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"624","ladeq","leau_1001","1992-03-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"625","ladeq","leau_1002","1992-09-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"626","ladeq","leau_1004","1992-05-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"627","ladeq","leau_1005","1992-06-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"628","ladeq","leau_1006","1992-04-07","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",9000,"sm9222e","sm9222","membranefiltration"
"629","ladeq","leau_1009","1992-12-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",800,"sm9222e","sm9222","membranefiltration"
"630","ladeq","leau_1010","1992-11-17","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"631","ladeq","leau_1011","1992-08-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",10,"sm9222e","sm9222","membranefiltration"
"632","ladeq","leau_1014","1992-01-07","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"633","ladeq","leau_771","1992-04-06","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",700,"sm9222e","sm9222","membranefiltration"
"634","ladeq","leau_775","1992-03-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"635","ladeq","leau_778","1992-06-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"636","ladeq","leau_779","1992-08-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"637","ladeq","leau_780","1992-07-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"638","ladeq","leau_782","1992-12-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"639","ladeq","leau_783","1992-05-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"640","ladeq","leau_785","1992-11-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"641","ladeq","leau_786","1992-09-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"642","ladeq","leau_789","1992-10-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",49,"sm9222e","sm9222","membranefiltration"
"643","ladeq","leau_792","1992-02-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",220,"sm9222e","sm9222","membranefiltration"
"644","ladeq","leau_777","1992-01-06","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"645","ladeq","leau_498","1992-06-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"646","ladeq","leau_506","1992-09-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",600,"sm9222e","sm9222","membranefiltration"
"647","ladeq","leau_507","1992-10-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",230,"sm9222e","sm9222","membranefiltration"
"648","ladeq","leau_499","1992-07-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"649","ladeq","leau_502","1992-11-17","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"650","ladeq","leau_501","1992-12-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"651","ladeq","leau_503","1992-08-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"652","ladeq","leau_490","1992-04-07","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1100,"sm9222e","sm9222","membranefiltration"
"653","ladeq","leau_489","1992-03-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"654","ladeq","leau_491","1992-05-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"655","ladeq","leau_492","1992-01-07","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"656","ladeq","leau_493","1992-02-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",800,"sm9222e","sm9222","membranefiltration"
"657","ladeq","leau_13","1992-01-06","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",240,"sm9222e","sm9222","membranefiltration"
"658","ladeq","leau_14","1992-03-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"659","ladeq","leau_15","1992-05-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"660","ladeq","leau_16","1992-07-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"661","ladeq","leau_17","1992-09-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",30,"sm9222e","sm9222","membranefiltration"
"662","ladeq","leau_18","1992-11-17","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",270,"sm9222e","sm9222","membranefiltration"
"663","ladeq","leau_197","1992-07-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",23,"sm9222e","sm9222","membranefiltration"
"664","ladeq","leau_198","1992-09-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"665","ladeq","leau_199","1992-11-17","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"666","ladeq","leau_194","1992-01-06","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",220,"sm9222e","sm9222","membranefiltration"
"667","ladeq","leau_195","1992-03-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"668","ladeq","leau_196","1992-05-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"669","ladeq","leau_241","1992-02-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"670","ladeq","leau_243","1992-04-06","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"671","ladeq","leau_244","1992-12-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",27,"sm9222e","sm9222","membranefiltration"
"672","ladeq","leau_246","1992-06-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"673","ladeq","leau_248","1992-08-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"674","ladeq","leau_250","1992-10-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",90,"sm9222e","sm9222","membranefiltration"
"675","ladeq","leau_1007","1993-02-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"676","ladeq","leau_1018","1993-08-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"677","ladeq","leau_1019","1993-01-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"678","ladeq","leau_1021","1993-09-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",230,"sm9222e","sm9222","membranefiltration"
"679","ladeq","leau_1022","1993-05-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"680","ladeq","leau_1023","1993-10-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"681","ladeq","leau_1027","1993-12-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1300,"sm9222e","sm9222","membranefiltration"
"682","ladeq","leau_1032","1993-06-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"683","ladeq","leau_1035","1993-11-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",5000,"sm9222e","sm9222","membranefiltration"
"684","ladeq","leau_1013","1993-04-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"685","ladeq","leau_1012","1993-03-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"686","ladeq","leau_1033","1993-07-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",70,"sm9222e","sm9222","membranefiltration"
"687","ladeq","leau_770","1993-03-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"688","ladeq","leau_781","1993-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"689","ladeq","leau_787","1993-01-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1700,"sm9222e","sm9222","membranefiltration"
"690","ladeq","leau_788","1993-02-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"691","ladeq","leau_793","1993-06-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"692","ladeq","leau_794","1993-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",140,"sm9222e","sm9222","membranefiltration"
"693","ladeq","leau_796","1993-10-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"694","ladeq","leau_797","1993-12-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",500,"sm9222e","sm9222","membranefiltration"
"695","ladeq","leau_801","1993-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"696","ladeq","leau_804","1993-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",3000,"sm9222e","sm9222","membranefiltration"
"697","ladeq","leau_790","1993-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"698","ladeq","leau_799","1993-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"699","ladeq","leau_509","1993-09-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2200,"sm9222e","sm9222","membranefiltration"
"700","ladeq","leau_512","1993-12-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",5000,"sm9222e","sm9222","membranefiltration"
"701","ladeq","leau_518","1993-08-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"702","ladeq","leau_521","1993-05-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",800,"sm9222e","sm9222","membranefiltration"
"703","ladeq","leau_500","1993-03-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"704","ladeq","leau_505","1993-04-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"705","ladeq","leau_508","1993-01-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1100,"sm9222e","sm9222","membranefiltration"
"706","ladeq","leau_514","1993-07-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"707","ladeq","leau_519","1993-10-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"708","ladeq","leau_520","1993-11-16","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",16000,"sm9222e","sm9222","membranefiltration"
"709","ladeq","leau_504","1993-02-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"710","ladeq","leau_525","1993-06-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"711","ladeq","leau_19","1993-01-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",220,"sm9222e","sm9222","membranefiltration"
"712","ladeq","leau_20","1993-03-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",14,"sm9222e","sm9222","membranefiltration"
"713","ladeq","leau_21","1993-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",330,"sm9222e","sm9222","membranefiltration"
"714","ladeq","leau_22","1993-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",46,"sm9222e","sm9222","membranefiltration"
"715","ladeq","leau_23","1993-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",79,"sm9222e","sm9222","membranefiltration"
