"","scri_sample_id","sample_type","sample_filter","fc","fc_methodf","fc_methodm","fc_methodc"
"11169","wq_9361","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"11170","wq_9356","grabsample","membrane",340,"sm9222d","sm9222","membranefiltration"
"11171","wq_9352","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"11172","wq_9362","grabsample","membrane",32,"sm9222d","sm9222","membranefiltration"
"11173","wq_9353","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"11174","wq_9354","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"11175","wq_9359","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11176","wq_9418","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11177","wq_9360","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11178","wq_9351","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11179","wq_9357","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"11180","wq_9355","grabsample","membrane",350,"sm9222d","sm9222","membranefiltration"
"11181","wq_9850","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"11182","wq_9849","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"11183","wq_9852","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11184","wq_9847","grabsample","membrane",540,"sm9222d","sm9222","membranefiltration"
"11185","wq_9851","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"11186","wq_9845","grabsample","membrane",79,"sm9222d","sm9222","membranefiltration"
"11187","wq_9848","grabsample","membrane",1600,"sm9222d","sm9222","membranefiltration"
"11188","wq_9844","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"11189","wq_9846","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"11190","wq_9843","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11191","wq_9169","grabsample","membrane",6000,"sm9222d","sm9222","membranefiltration"
"11192","wq_9164","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11193","wq_9168","grabsample","membrane",5100,"sm9222d","sm9222","membranefiltration"
"11194","wq_9167","grabsample","membrane",2700,"sm9222d","sm9222","membranefiltration"
"11195","wq_9170","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11196","wq_9165","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11197","wq_9171","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11198","wq_9166","grabsample","membrane",32,"sm9222d","sm9222","membranefiltration"
"11199","wq_9788","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11200","wq_9789","grabsample","membrane",540,"sm9222d","sm9222","membranefiltration"
"11201","wq_9787","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11202","wq_9786","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11203","wq_9794","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11204","wq_9790","grabsample","membrane",170,"sm9222d","sm9222","membranefiltration"
"11205","wq_9793","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11206","wq_9791","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"11207","wq_9795","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11208","wq_9792","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11209","wq_9965","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11210","wq_9959","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11211","wq_9961","grabsample","membrane",79,"sm9222d","sm9222","membranefiltration"
"11212","wq_9958","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11213","wq_9957","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11214","wq_9963","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"11215","wq_9966","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11216","wq_9960","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11217","wq_9962","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"11218","wq_9964","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11219","wq_9286","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11220","wq_9291","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"11221","wq_9290","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"11222","wq_9277","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11223","wq_9283","grabsample","membrane",330,"sm9222d","sm9222","membranefiltration"
"11224","wq_9288","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"11225","wq_9279","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11226","wq_9278","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11227","wq_9282","grabsample","membrane",350,"sm9222d","sm9222","membranefiltration"
"11228","wq_9280","grabsample","membrane",90,"sm9222d","sm9222","membranefiltration"
"11229","wq_9287","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"11230","wq_9285","grabsample","membrane",68,"sm9222d","sm9222","membranefiltration"
"11231","wq_9289","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"11232","wq_9284","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"11233","wq_9281","grabsample","membrane",470,"sm9222d","sm9222","membranefiltration"
"11234","wq_9217","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11235","wq_9221","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11236","wq_9214","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"11237","wq_9216","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11238","wq_9215","grabsample","membrane",74,"sm9222d","sm9222","membranefiltration"
"11239","wq_9212","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"11240","wq_9211","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"11241","wq_9210","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11242","wq_9220","grabsample","membrane",38,"sm9222d","sm9222","membranefiltration"
"11243","wq_9219","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11244","wq_9208","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11245","wq_9213","grabsample","membrane",300,"sm9222d","sm9222","membranefiltration"
"11246","wq_9209","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11247","wq_9218","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"11248","wq_9458","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"11249","wq_9459","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"11250","wq_9461","grabsample","membrane",590,"sm9222d","sm9222","membranefiltration"
"11251","wq_9460","grabsample","membrane",1250,"sm9222d","sm9222","membranefiltration"
"11252","wq_9457","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11253","wq_9463","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"11254","wq_9465","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"11255","wq_9462","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"11256","wq_9464","grabsample","membrane",70,"sm9222d","sm9222","membranefiltration"
"11257","wq_9900","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11258","wq_9904","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"11259","wq_9901","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11260","wq_9908","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"11261","wq_9905","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11262","wq_9909","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11263","wq_9906","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11264","wq_9903","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"11265","wq_9907","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"11266","wq_9902","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"11267","wq_9420","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11268","wq_9427","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11269","wq_9422","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11270","wq_9423","grabsample","membrane",38,"sm9222d","sm9222","membranefiltration"
"11271","wq_9425","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11272","wq_9424","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"11273","wq_9426","grabsample","membrane",58,"sm9222d","sm9222","membranefiltration"
"11274","wq_9421","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11275","wq_27069","grabsample","membrane",41,"sm9222d","sm9222","membranefiltration"
"11276","wq_27072","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"11277","wq_27068","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11278","wq_27071","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11279","wq_27070","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"11280","wq_25260","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11281","wq_25255","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11282","wq_25258","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"11283","wq_25246","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"11284","wq_25261","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"11285","wq_25262","grabsample","membrane",73,"sm9222d","sm9222","membranefiltration"
"11286","wq_25249","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11287","wq_25247","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11288","wq_25250","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11289","wq_25251","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11290","wq_25241","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11291","wq_25248","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11292","wq_25263","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"11293","wq_25264","grabsample","membrane",69,"sm9222d","sm9222","membranefiltration"
"11294","wq_25244","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"11295","wq_25245","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11296","wq_25254","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11297","wq_25243","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11298","wq_25242","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11299","wq_25259","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"11300","wq_25256","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"11301","wq_25252","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"11302","wq_25253","grabsample","membrane",46,"sm9222d","sm9222","membranefiltration"
"11303","wq_25257","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11304","wq_2549","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"11305","wq_2544","grabsample","membrane",320,"sm9222d","sm9222","membranefiltration"
"11306","wq_2546","grabsample","membrane",891,"sm9222d","sm9222","membranefiltration"
"11307","wq_2547","grabsample","membrane",290,"sm9222d","sm9222","membranefiltration"
"11308","wq_2541","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11309","wq_2542","grabsample","membrane",66,"sm9222d","sm9222","membranefiltration"
"11310","wq_2550","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11311","wq_2543","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11312","wq_2548","grabsample","membrane",300,"sm9222d","sm9222","membranefiltration"
"11313","wq_2545","grabsample","membrane",48,"sm9222d","sm9222","membranefiltration"
"11314","wq_27148","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"11315","wq_27149","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"11316","wq_27147","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"11317","wq_2517","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11318","wq_2514","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"11319","wq_2516","grabsample","membrane",2000,"sm9222d","sm9222","membranefiltration"
"11320","wq_2515","grabsample","membrane",800,"sm9222d","sm9222","membranefiltration"
"11321","wq_2511","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11322","wq_2518","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11323","wq_2513","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11324","wq_2519","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"11325","wq_2512","grabsample","membrane",43,"sm9222d","sm9222","membranefiltration"
"11326","wq_2510","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11327","wq_27181","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11328","wq_27184","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11329","wq_27183","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11330","wq_27182","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11331","wq_27199","grabsample","membrane",370,"sm9222d","sm9222","membranefiltration"
"11332","wq_10998","grabsample","membrane",51,"sm9222d","sm9222","membranefiltration"
"11333","wq_10997","grabsample","membrane",628,"sm9222d","sm9222","membranefiltration"
"11334","wq_10996","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"11335","wq_10939","grabsample","membrane",82,"sm9222d","sm9222","membranefiltration"
"11336","wq_10884","grabsample","membrane",250,"sm9222d","sm9222","membranefiltration"
"11337","wq_10885","grabsample","membrane",96,"sm9222d","sm9222","membranefiltration"
"11338","wq_10886","grabsample","membrane",102,"sm9222d","sm9222","membranefiltration"
"11339","wq_10882","grabsample","membrane",210,"sm9222d","sm9222","membranefiltration"
"11340","wq_10887","grabsample","membrane",400,"sm9222d","sm9222","membranefiltration"
"11341","wq_10883","grabsample","membrane",106,"sm9222d","sm9222","membranefiltration"
"11342","wq_10881","grabsample","membrane",48,"sm9222d","sm9222","membranefiltration"
"11343","wq_10946","grabsample","membrane",420,"sm9222d","sm9222","membranefiltration"
"11344","wq_10947","grabsample","membrane",4500,"sm9222d","sm9222","membranefiltration"
"11345","wq_10995","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"11346","wq_10945","grabsample","membrane",108,"sm9222d","sm9222","membranefiltration"
"11347","wq_10943","grabsample","membrane",80,"sm9222d","sm9222","membranefiltration"
"11348","wq_10942","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11349","wq_10944","grabsample","membrane",76,"sm9222d","sm9222","membranefiltration"
"11350","wq_25397","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11351","wq_25396","grabsample","membrane",45,"sm9222d","sm9222","membranefiltration"
"11352","wq_25394","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"11353","wq_25399","grabsample","membrane",76,"sm9222d","sm9222","membranefiltration"
"11354","wq_25384","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11355","wq_25382","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"11356","wq_25387","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11357","wq_25393","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11358","wq_25390","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"11359","wq_25398","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11360","wq_25381","grabsample","membrane",27,"sm9222d","sm9222","membranefiltration"
"11361","wq_25389","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11362","wq_25379","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"11363","wq_25391","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11364","wq_25388","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11365","wq_25385","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11366","wq_25383","grabsample","membrane",18,"sm9222d","sm9222","membranefiltration"
"11367","wq_25386","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11368","wq_25395","grabsample","membrane",32,"sm9222d","sm9222","membranefiltration"
"11369","wq_25380","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11370","wq_25392","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"11371","wq_25378","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"11372","wq_25376","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11373","wq_25377","grabsample","membrane",19,"sm9222d","sm9222","membranefiltration"
"11374","wq_38569","grabsample","membrane",300,"sm9222d","sm9222","membranefiltration"
"11375","wq_38567","grabsample","membrane",22,"sm9222d","sm9222","membranefiltration"
"11376","wq_38566","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"11377","wq_38571","grabsample","membrane",70,"sm9222d","sm9222","membranefiltration"
"11378","wq_38573","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11379","wq_38572","grabsample","membrane",35,"sm9222d","sm9222","membranefiltration"
"11380","wq_38586","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"11381","wq_38568","grabsample","membrane",290,"sm9222d","sm9222","membranefiltration"
"11382","wq_38570","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11383","wq_38578","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"11384","wq_28152","grabsample","membrane",102,"sm9222d","sm9222","membranefiltration"
"11385","wq_38565","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"11386","wq_38589","grabsample","membrane",133,"sm9222d","sm9222","membranefiltration"
"11387","wq_38574","grabsample","membrane",90,"sm9222d","sm9222","membranefiltration"
"11388","wq_38584","grabsample","membrane",94,"sm9222d","sm9222","membranefiltration"
"11389","wq_38575","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"11390","wq_38580","grabsample","membrane",64,"sm9222d","sm9222","membranefiltration"
"11391","wq_38585","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"11392","wq_38593","grabsample","membrane",27,"sm9222d","sm9222","membranefiltration"
"11393","wq_38579","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11394","wq_38591","grabsample","membrane",46,"sm9222d","sm9222","membranefiltration"
"11395","wq_38583","grabsample","membrane",102,"sm9222d","sm9222","membranefiltration"
"11396","wq_38581","grabsample","membrane",470,"sm9222d","sm9222","membranefiltration"
"11397","wq_38588","grabsample","membrane",210,"sm9222d","sm9222","membranefiltration"
"11398","wq_38577","grabsample","membrane",82,"sm9222d","sm9222","membranefiltration"
"11399","wq_38582","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"11400","wq_38587","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"11401","wq_38590","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"11402","wq_38576","grabsample","membrane",96,"sm9222d","sm9222","membranefiltration"
"11403","wq_38592","grabsample","membrane",44,"sm9222d","sm9222","membranefiltration"
"11404","wq_40060","grabsample","membrane",550,"sm9222d","sm9222","membranefiltration"
"11405","wq_40062","grabsample","membrane",84,"sm9222d","sm9222","membranefiltration"
"11406","wq_40057","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"11407","wq_40063","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"11408","wq_40058","grabsample","membrane",86,"sm9222d","sm9222","membranefiltration"
"11409","wq_40061","grabsample","membrane",600,"sm9222d","sm9222","membranefiltration"
"11410","wq_40059","grabsample","membrane",360,"sm9222d","sm9222","membranefiltration"
"11411","wq_3045","grabsample","membrane",2200,"sm9222d","sm9222","membranefiltration"
"11412","wq_27457","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"11413","wq_3047","grabsample","membrane",84,"sm9222d","sm9222","membranefiltration"
"11414","wq_27459","grabsample","membrane",80,"sm9222d","sm9222","membranefiltration"
"11415","wq_27462","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11416","wq_27460","grabsample","membrane",98,"sm9222d","sm9222","membranefiltration"
"11417","wq_27456","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11418","wq_3046","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"11419","wq_27458","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"11420","wq_27461","grabsample","membrane",22,"sm9222d","sm9222","membranefiltration"
"11421","wq_3044","grabsample","membrane",440,"sm9222d","sm9222","membranefiltration"
"11422","wq_2302","grabsample","membrane",98,"sm9222d","sm9222","membranefiltration"
"11423","wq_2301","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"11424","wq_2300","grabsample","membrane",320,"sm9222d","sm9222","membranefiltration"
"11425","wq_3060","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"11426","wq_3061","grabsample","membrane",68,"sm9222d","sm9222","membranefiltration"
"11427","wq_2335","grabsample","membrane",141,"sm9222d","sm9222","membranefiltration"
"11428","wq_2338","grabsample","membrane",133,"sm9222d","sm9222","membranefiltration"
"11429","wq_2498","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"11430","wq_2334","grabsample","membrane",84,"sm9222d","sm9222","membranefiltration"
"11431","wq_2337","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"11432","wq_2336","grabsample","membrane",114,"sm9222d","sm9222","membranefiltration"
"11433","wq_2340","grabsample","membrane",2300,"sm9222d","sm9222","membranefiltration"
"11434","wq_2496","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"11435","wq_2501","grabsample","membrane",66,"sm9222d","sm9222","membranefiltration"
"11436","wq_2339","grabsample","membrane",340,"sm9222d","sm9222","membranefiltration"
"11437","wq_2509","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"11438","wq_2330","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11439","wq_2341","grabsample","membrane",110,"sm9222d","sm9222","membranefiltration"
"11440","wq_2500","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"11441","wq_2499","grabsample","membrane",132,"sm9222d","sm9222","membranefiltration"
"11442","wq_2328","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"11443","wq_2332","grabsample","membrane",86,"sm9222d","sm9222","membranefiltration"
"11444","wq_2495","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"11445","wq_2333","grabsample","membrane",35,"sm9222d","sm9222","membranefiltration"
"11446","wq_2329","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"11447","wq_2331","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"11448","wq_2497","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"11449","wq_2502","grabsample","membrane",35,"sm9222d","sm9222","membranefiltration"
"11450","wq_2503","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"11451","wq_2311","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"11452","wq_2312","grabsample","membrane",87,"sm9222d","sm9222","membranefiltration"
"11453","wq_40055","grabsample","membrane",430,"sm9222d","sm9222","membranefiltration"
"11454","wq_38737","grabsample","membrane",430,"sm9222d","sm9222","membranefiltration"
"11455","wq_38738","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"11456","wq_38734","grabsample","membrane",48,"sm9222d","sm9222","membranefiltration"
"11457","wq_28179","grabsample","membrane",350,"sm9222d","sm9222","membranefiltration"
"11458","wq_38739","grabsample","membrane",38,"sm9222d","sm9222","membranefiltration"
"11459","wq_38733","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"11460","wq_38736","grabsample","membrane",153,"sm9222d","sm9222","membranefiltration"
"11461","wq_38735","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"11462","wq_42849","grabsample","membrane",300,"sm9222d","sm9222","membranefiltration"
"11463","wq_42850","grabsample","membrane",270,"sm9222d","sm9222","membranefiltration"
"11464","wq_42847","grabsample","membrane",3000,"sm9222d","sm9222","membranefiltration"
"11465","wq_42848","grabsample","membrane",2400,"sm9222d","sm9222","membranefiltration"
"11466","wq_2261","grabsample","membrane",128,"sm9222d","sm9222","membranefiltration"
"11467","wq_2262","grabsample","membrane",46,"sm9222d","sm9222","membranefiltration"
"11468","wq_2263","grabsample","membrane",68,"sm9222d","sm9222","membranefiltration"
"11469","wq_28207","grabsample","membrane",510,"sm9222d","sm9222","membranefiltration"
"11470","wq_38768","grabsample","membrane",340,"sm9222d","sm9222","membranefiltration"
"11471","wq_38765","grabsample","membrane",106,"sm9222d","sm9222","membranefiltration"
"11472","wq_38769","grabsample","membrane",32,"sm9222d","sm9222","membranefiltration"
"11473","wq_38764","grabsample","membrane",27,"sm9222d","sm9222","membranefiltration"
"11474","wq_38767","grabsample","membrane",628,"sm9222d","sm9222","membranefiltration"
"11475","wq_2254","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"11476","wq_38766","grabsample","membrane",737,"sm9222d","sm9222","membranefiltration"
"11477","wq_2290","grabsample","membrane",9,"sm9222d","sm9222","membranefiltration"
"11478","wq_2256","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"11479","wq_2257","grabsample","membrane",35,"sm9222d","sm9222","membranefiltration"
"11480","wq_40122","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"11481","wq_40126","grabsample","membrane",155,"sm9222d","sm9222","membranefiltration"
"11482","wq_40127","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"11483","wq_40125","grabsample","membrane",330,"sm9222d","sm9222","membranefiltration"
"11484","wq_40128","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"11485","wq_40123","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"11486","wq_40124","grabsample","membrane",310,"sm9222d","sm9222","membranefiltration"
"11487","wq_2285","grabsample","membrane",30000,"sm9222d","sm9222","membranefiltration"
"11488","wq_2269","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"11489","wq_2270","grabsample","membrane",90,"sm9222d","sm9222","membranefiltration"
"11490","wq_2266","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"11491","wq_2268","grabsample","membrane",380,"sm9222d","sm9222","membranefiltration"
"11492","wq_38797","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"11493","wq_2286","grabsample","membrane",631,"sm9222d","sm9222","membranefiltration"
"11494","wq_38798","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"11495","wq_2267","grabsample","membrane",110,"sm9222d","sm9222","membranefiltration"
"11496","wq_38799","grabsample","membrane",44,"sm9222d","sm9222","membranefiltration"
"11497","wq_38821","grabsample","membrane",84,"sm9222d","sm9222","membranefiltration"
"11498","wq_28235","grabsample","membrane",255,"sm9222d","sm9222","membranefiltration"
"11499","wq_2287","grabsample","membrane",52000,"sm9222d","sm9222","membranefiltration"
"11500","wq_2288","grabsample","membrane",127,"sm9222d","sm9222","membranefiltration"
"11501","wq_2289","grabsample","membrane",80,"sm9222d","sm9222","membranefiltration"
"11502","wq_42238","grabsample","membrane",2300,"sm9222d","sm9222","membranefiltration"
"11503","wq_42241","grabsample","membrane",66,"sm9222d","sm9222","membranefiltration"
"11504","wq_42239","grabsample","membrane",2400,"sm9222d","sm9222","membranefiltration"
"11505","wq_42233","grabsample","membrane",17,"sm9222d","sm9222","membranefiltration"
"11506","wq_42234","grabsample","membrane",35,"sm9222d","sm9222","membranefiltration"
"11507","wq_42232","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
