"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc"
"377","bes_258","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"378","bes_206","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"379","bes_204","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"380","bes_278","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"381","bes_312","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"382","bes_348","grabsample","none",1900,"coliscanEasygel","directplating","directplating"
"383","bes_259","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"384","bes_295","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"385","bes_205","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"386","bes_352","grabsample","none",2100,"coliscanEasygel","directplating","directplating"
"387","bes_351","grabsample","none",2100,"coliscanEasygel","directplating","directplating"
"388","bes_349","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"389","bes_327","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"390","bes_203","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"391","bes_294","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"392","bes_296","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"393","bes_362","grabsample","none",7500,"coliscanEasygel","directplating","directplating"
"394","bes_363","grabsample","none",15300,"coliscanEasygel","directplating","directplating"
"395","bes_305","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"396","bes_325","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"397","bes_311","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"398","bes_225","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"399","bes_226","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"400","bes_306","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"401","bes_356","grabsample","none",3300,"coliscanEasygel","directplating","directplating"
"402","bes_345","grabsample","none",1700,"coliscanEasygel","directplating","directplating"
"403","bes_361","grabsample","none",6300,"coliscanEasygel","directplating","directplating"
"404","bes_313","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"405","bes_293","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"406","bes_279","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"407","bes_277","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"408","bes_201","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"409","bes_200","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"410","bes_1011","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"411","bes_1114","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"412","bes_1073","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"413","bes_1092","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"414","bes_1056","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"415","bes_1059","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"416","bes_1106","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"417","bes_1086","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"418","bes_1087","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"419","bes_1057","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"420","bes_1018","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"421","bes_1094","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"422","bes_1017","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"423","bes_1055","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"424","bes_1035","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"425","bes_1104","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"426","bes_1077","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"427","bes_1125","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"428","bes_1076","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"429","bes_1019","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"430","bes_1111","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"431","bes_1037","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"432","bes_1039","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"433","bes_1034","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"434","bes_1078","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"435","bes_1128","grabsample","none",3200,"coliscanEasygel","directplating","directplating"
"436","bes_1132","grabsample","none",8500,"coliscanEasygel","directplating","directplating"
"437","bes_1103","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"438","bes_1072","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"439","bes_1036","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"440","bes_1040","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"441","bes_1020","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"442","bes_1093","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"443","bes_1074","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"444","bes_1058","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"445","bes_1012","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"446","bes_1033","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"447","bes_1105","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"448","bes_1071","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"449","bes_1013","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"450","bes_1054","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"451","bes_1038","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"452","bes_1014","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"453","bes_1015","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"454","bes_1016","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"455","bes_1130","grabsample","none",4200,"coliscanEasygel","directplating","directplating"
"456","bes_1075","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"457","bes_1368","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"458","bes_1416","grabsample","none",2700,"coliscanEasygel","directplating","directplating"
"459","bes_1275","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"460","bes_1410","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"461","bes_1344","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"462","bes_1277","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"463","bes_1273","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"464","bes_1343","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"465","bes_1347","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"466","bes_1420","grabsample","none",7000,"coliscanEasygel","directplating","directplating"
"467","bes_1274","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"468","bes_1269","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"469","bes_1272","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"470","bes_1384","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"471","bes_1345","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"472","bes_1381","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"473","bes_1270","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"474","bes_1276","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"475","bes_1371","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"476","bes_1348","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"477","bes_1382","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"478","bes_1268","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"479","bes_1283","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"480","bes_1271","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"481","bes_1346","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"482","bes_1282","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"483","bes_1342","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"484","bes_1380","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"485","bes_1391","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"486","bes_1281","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"487","bes_1370","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"488","bes_1383","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"489","bes_1369","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"490","bes_1280","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"491","bes_1278","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"492","bes_1288","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"493","bes_1285","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"494","bes_1350","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"495","bes_1279","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"496","bes_1286","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"497","bes_1341","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"498","bes_1349","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"499","bes_1284","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"500","bes_1287","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"501","bes_1388","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"502","bes_607","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"503","bes_605","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"504","bes_604","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"505","bes_765","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"506","bes_671","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"507","bes_606","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"508","bes_703","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"509","bes_672","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"510","bes_746","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"511","bes_770","grabsample","none",7600,"coliscanEasygel","directplating","directplating"
"512","bes_603","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"513","bes_673","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"514","bes_701","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"515","bes_682","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"516","bes_615","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"517","bes_704","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"518","bes_681","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"519","bes_683","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"520","bes_705","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"521","bes_702","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"522","bes_675","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"523","bes_610","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"524","bes_608","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"525","bes_613","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"526","bes_611","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"527","bes_772","grabsample","none",22000,"coliscanEasygel","directplating","directplating"
"528","bes_721","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"529","bes_720","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"530","bes_612","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"531","bes_614","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"532","bes_679","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"533","bes_676","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"534","bes_617","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"535","bes_724","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"536","bes_674","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"537","bes_680","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"538","bes_737","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"539","bes_609","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"540","bes_677","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"541","bes_723","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"542","bes_616","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"543","bes_745","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"544","bes_736","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"545","bes_678","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"546","bes_722","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"547","bes_824","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"548","bes_791","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"549","bes_793","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"550","bes_837","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"551","bes_839","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"552","bes_858","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"553","bes_823","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"554","bes_794","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"555","bes_821","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"556","bes_881","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"557","bes_893","grabsample","none",2600,"coliscanEasygel","directplating","directplating"
"558","bes_790","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"559","bes_792","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"560","bes_867","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"561","bes_866","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"562","bes_847","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"563","bes_875","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"564","bes_796","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"565","bes_840","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"566","bes_848","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"567","bes_822","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"568","bes_820","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"569","bes_819","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"570","bes_797","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"571","bes_857","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"572","bes_825","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"573","bes_788","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"574","bes_785","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"575","bes_795","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"576","bes_868","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"577","bes_826","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"578","bes_833","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"579","bes_787","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"580","bes_789","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"581","bes_841","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"582","bes_818","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"583","bes_838","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"584","bes_889","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"585","bes_817","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"586","bes_786","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"587","bes_880","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"588","bes_901","grabsample","none",7000,"coliscanEasygel","directplating","directplating"
"589","bes_874","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"590","bes_43","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"591","bes_41","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"592","bes_154","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"593","bes_39","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"594","bes_45","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"595","bes_144","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"596","bes_142","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"597","bes_40","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"598","bes_143","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"599","bes_38","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"600","bes_180","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"601","bes_42","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"602","bes_36","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"603","bes_53","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"604","bes_59","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"605","bes_155","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"606","bes_37","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"607","bes_167","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"608","bes_48","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"609","bes_50","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"610","bes_47","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"611","bes_44","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"612","bes_165","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"613","bes_49","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"614","bes_145","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"615","bes_156","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"616","bes_146","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"617","bes_57","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"618","bes_158","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"619","bes_62","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"620","bes_58","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"621","bes_51","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"622","bes_173","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"623","bes_147","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"624","bes_157","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"625","bes_35","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"626","bes_52","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"627","bes_55","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"628","bes_54","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"629","bes_148","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"630","bes_168","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"631","bes_46","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"632","bes_56","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"633","bes_60","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"634","bes_61","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"635","bes_1469","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"636","bes_1562","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"637","bes_1467","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"638","bes_1470","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"639","bes_1458","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"640","bes_1565","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"641","bes_1473","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"642","bes_1457","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"643","bes_1455","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"644","bes_1466","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"645","bes_1465","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"646","bes_1461","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"647","bes_1468","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"648","bes_1572","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"649","bes_1464","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"650","bes_1463","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"651","bes_1481","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"652","bes_1564","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"653","bes_1462","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"654","bes_1475","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"655","bes_1460","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"656","bes_1567","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"657","bes_1568","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"658","bes_1456","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"659","bes_1474","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"660","bes_1480","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"661","bes_1598","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"662","bes_1479","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"663","bes_1471","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"664","bes_1563","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"665","bes_1585","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"666","bes_1571","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"667","bes_1459","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"668","bes_1570","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"669","bes_1566","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"670","bes_1569","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"671","bes_1587","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"672","bes_1472","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"673","bes_1482","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"674","bes_1477","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"675","bes_1454","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"676","bes_1478","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"677","bes_1476","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"678","bes_228","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"679","bes_261","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"680","bes_209","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"681","bes_229","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"682","bes_281","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"683","bes_210","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"684","bes_208","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"685","bes_227","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"686","bes_358","grabsample","none",3700,"coliscanEasygel","directplating","directplating"
"687","bes_230","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"688","bes_262","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"689","bes_299","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"690","bes_360","grabsample","none",6100,"coliscanEasygel","directplating","directplating"
"691","bes_232","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"692","bes_334","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"693","bes_263","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"694","bes_335","grabsample","none",1200,"coliscanEasygel","directplating","directplating"
"695","bes_284","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"696","bes_316","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"697","bes_282","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"698","bes_285","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"699","bes_315","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"700","bes_286","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"701","bes_342","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"702","bes_283","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"703","bes_307","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"704","bes_231","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"705","bes_213","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"706","bes_355","grabsample","none",2800,"coliscanEasygel","directplating","directplating"
"707","bes_233","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"708","bes_350","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"709","bes_211","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"710","bes_212","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"711","bes_1120","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"712","bes_1108","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"713","bes_1045","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"714","bes_1107","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"715","bes_1060","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"716","bes_1061","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"717","bes_1115","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"718","bes_1062","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"719","bes_1080","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"720","bes_1026","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"721","bes_1024","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"722","bes_1081","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"723","bes_1064","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"724","bes_1023","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"725","bes_1113","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"726","bes_1121","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"727","bes_1116","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"728","bes_1095","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"729","bes_1043","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"730","bes_1123","grabsample","none",1600,"coliscanEasygel","directplating","directplating"
"731","bes_1063","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"732","bes_1088","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"733","bes_1079","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"734","bes_1046","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"735","bes_1042","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"736","bes_1126","grabsample","none",2800,"coliscanEasygel","directplating","directplating"
"737","bes_1082","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"738","bes_1044","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"739","bes_1022","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"740","bes_1025","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"741","bes_1112","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"742","bes_1021","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"743","bes_1041","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"744","bes_1096","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"745","bes_1354","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"746","bes_1396","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"747","bes_1374","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"748","bes_1403","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"749","bes_1392","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"750","bes_1297","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"751","bes_1394","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"752","bes_1373","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"753","bes_1295","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"754","bes_1298","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"755","bes_1289","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"756","bes_1294","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"757","bes_1393","grabsample","none",500,"coliscanEasygel","directplating","directplating"
