"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc"
"758","bes_1292","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"759","bes_1389","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"760","bes_1301","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"761","bes_1290","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"762","bes_1353","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"763","bes_1355","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"764","bes_1352","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"765","bes_1408","grabsample","none",1400,"coliscanEasygel","directplating","directplating"
"766","bes_1296","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"767","bes_1299","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"768","bes_1414","grabsample","none",1900,"coliscanEasygel","directplating","directplating"
"769","bes_1351","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"770","bes_1372","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"771","bes_1385","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"772","bes_1406","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"773","bes_1300","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"774","bes_1291","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"775","bes_1293","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"776","bes_710","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"777","bes_708","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"778","bes_764","grabsample","none",1700,"coliscanEasygel","directplating","directplating"
"779","bes_754","grabsample","none",740,"coliscanEasygel","directplating","directplating"
"780","bes_709","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"781","bes_729","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"782","bes_749","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"783","bes_730","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"784","bes_756","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"785","bes_627","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"786","bes_766","grabsample","none",2800,"coliscanEasygel","directplating","directplating"
"787","bes_685","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"788","bes_731","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"789","bes_750","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"790","bes_618","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"791","bes_755","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"792","bes_728","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"793","bes_759","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"794","bes_732","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"795","bes_727","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"796","bes_625","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"797","bes_621","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"798","bes_725","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"799","bes_747","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"800","bes_626","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"801","bes_620","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"802","bes_707","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"803","bes_619","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"804","bes_623","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"805","bes_726","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"806","bes_706","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"807","bes_760","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"808","bes_738","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"809","bes_622","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"810","bes_684","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"811","bes_624","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"812","bes_801","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"813","bes_844","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"814","bes_878","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"815","bes_849","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"816","bes_842","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"817","bes_870","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"818","bes_827","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"819","bes_800","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"820","bes_828","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"821","bes_900","grabsample","none",6000,"coliscanEasygel","directplating","directplating"
"822","bes_798","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"823","bes_802","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"824","bes_886","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"825","bes_854","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"826","bes_803","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"827","bes_853","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"828","bes_829","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"829","bes_805","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"830","bes_862","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"831","bes_890","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"832","bes_876","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"833","bes_807","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"834","bes_863","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"835","bes_860","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"836","bes_804","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"837","bes_869","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"838","bes_843","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"839","bes_799","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"840","bes_850","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"841","bes_851","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"842","bes_806","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"843","bes_852","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"844","bes_871","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"845","bes_877","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"846","bes_859","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"847","bes_77","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"848","bes_78","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"849","bes_72","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"850","bes_75","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"851","bes_159","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"852","bes_76","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"853","bes_73","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"854","bes_70","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"855","bes_171","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"856","bes_64","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"857","bes_74","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"858","bes_79","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"859","bes_71","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"860","bes_65","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"861","bes_63","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"862","bes_84","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"863","bes_67","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"864","bes_69","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"865","bes_83","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"866","bes_80","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"867","bes_161","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"868","bes_85","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"869","bes_151","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"870","bes_81","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"871","bes_166","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"872","bes_86","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"873","bes_82","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"874","bes_150","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"875","bes_149","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"876","bes_160","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"877","bes_169","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"878","bes_68","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"879","bes_66","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"880","bes_170","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"881","bes_1487","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"882","bes_1491","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"883","bes_1573","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"884","bes_1488","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"885","bes_1486","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"886","bes_1588","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"887","bes_1489","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"888","bes_1575","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"889","bes_1492","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"890","bes_1484","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"891","bes_1574","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"892","bes_1576","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"893","bes_1483","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"894","bes_1485","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"895","bes_1578","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"896","bes_1493","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"897","bes_1490","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"898","bes_1593","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"899","bes_1589","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"900","bes_1497","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"901","bes_1498","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"902","bes_1501","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"903","bes_1500","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"904","bes_1579","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"905","bes_1499","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"906","bes_1577","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"907","bes_1502","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"908","bes_1495","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"909","bes_1504","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"910","bes_1494","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"911","bes_1581","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"912","bes_1580","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"913","bes_1496","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"914","bes_1503","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"915","bes_214","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"916","bes_247","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"917","bes_308","grabsample","none",540,"coliscanEasygel","directplating","directplating"
"918","bes_246","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"919","bes_1302","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"920","bes_1303","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"921","bes_1317","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"922","bes_1316","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"923","bes_647","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"924","bes_715","grabsample","none",280,"coliscanEasygel","directplating","directplating"
"925","bes_635","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"926","bes_89","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"927","bes_88","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"928","bes_90","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"929","bes_87","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"930","bes_1507","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"931","bes_1534","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"932","bes_1506","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"933","bes_1505","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"934","bes_216","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"935","bes_236","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"936","bes_250","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"937","bes_287","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"938","bes_237","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"939","bes_251","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"940","bes_252","grabsample","none",180,"coliscanEasygel","directplating","directplating"
"941","bes_318","grabsample","none",680,"coliscanEasygel","directplating","directplating"
"942","bes_235","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"943","bes_330","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"944","bes_271","grabsample","none",280,"coliscanEasygel","directplating","directplating"
"945","bes_336","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"946","bes_234","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"947","bes_248","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"948","bes_310","grabsample","none",560,"coliscanEasygel","directplating","directplating"
"949","bes_240","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"950","bes_238","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"951","bes_322","grabsample","none",720,"coliscanEasygel","directplating","directplating"
"952","bes_253","grabsample","none",180,"coliscanEasygel","directplating","directplating"
"953","bes_267","grabsample","none",240,"coliscanEasygel","directplating","directplating"
"954","bes_239","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"955","bes_266","grabsample","none",220,"coliscanEasygel","directplating","directplating"
"956","bes_317","grabsample","none",640,"coliscanEasygel","directplating","directplating"
"957","bes_241","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"958","bes_244","grabsample","none",120,"coliscanEasygel","directplating","directplating"
"959","bes_319","grabsample","none",680,"coliscanEasygel","directplating","directplating"
"960","bes_309","grabsample","none",540,"coliscanEasygel","directplating","directplating"
"961","bes_289","grabsample","none",380,"coliscanEasygel","directplating","directplating"
"962","bes_269","grabsample","none",260,"coliscanEasygel","directplating","directplating"
"963","bes_300","grabsample","none",460,"coliscanEasygel","directplating","directplating"
"964","bes_264","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"965","bes_245","grabsample","none",120,"coliscanEasygel","directplating","directplating"
"966","bes_217","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"967","bes_323","grabsample","none",740,"coliscanEasygel","directplating","directplating"
"968","bes_288","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"969","bes_265","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"970","bes_343","grabsample","none",1580,"coliscanEasygel","directplating","directplating"
"971","bes_1097","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"972","bes_1329","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"973","bes_1376","grabsample","none",220,"coliscanEasygel","directplating","directplating"
"974","bes_1378","grabsample","none",260,"coliscanEasygel","directplating","directplating"
"975","bes_1305","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"976","bes_1306","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"977","bes_1324","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"978","bes_1360","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"979","bes_1307","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"980","bes_1319","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"981","bes_1404","grabsample","none",820,"coliscanEasygel","directplating","directplating"
"982","bes_1415","grabsample","none",2200,"coliscanEasygel","directplating","directplating"
"983","bes_1308","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"984","bes_1304","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"985","bes_1328","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"986","bes_1320","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"987","bes_1311","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"988","bes_1356","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"989","bes_1327","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"990","bes_1359","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"991","bes_1325","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"992","bes_1313","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"993","bes_1399","grabsample","none",760,"coliscanEasygel","directplating","directplating"
"994","bes_1318","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"995","bes_1332","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"996","bes_1390","grabsample","none",460,"coliscanEasygel","directplating","directplating"
"997","bes_1386","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"998","bes_1312","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"999","bes_1395","grabsample","none",580,"coliscanEasygel","directplating","directplating"
"1000","bes_1409","grabsample","none",1440,"coliscanEasygel","directplating","directplating"
"1001","bes_1309","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1002","bes_1326","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1003","bes_1419","grabsample","none",4060,"coliscanEasygel","directplating","directplating"
"1004","bes_1387","grabsample","none",340,"coliscanEasygel","directplating","directplating"
"1005","bes_1331","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"1006","bes_1310","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1007","bes_1417","grabsample","none",2820,"coliscanEasygel","directplating","directplating"
"1008","bes_1375","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1009","bes_1358","grabsample","none",120,"coliscanEasygel","directplating","directplating"
"1010","bes_692","grabsample","none",160,"coliscanEasygel","directplating","directplating"
"1011","bes_733","grabsample","none",320,"coliscanEasygel","directplating","directplating"
"1012","bes_739","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1013","bes_655","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"1014","bes_694","grabsample","none",180,"coliscanEasygel","directplating","directplating"
"1015","bes_711","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1016","bes_741","grabsample","none",440,"coliscanEasygel","directplating","directplating"
"1017","bes_691","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"1018","bes_742","grabsample","none",480,"coliscanEasygel","directplating","directplating"
"1019","bes_644","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1020","bes_645","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1021","bes_652","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1022","bes_713","grabsample","none",240,"coliscanEasygel","directplating","directplating"
"1023","bes_629","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1024","bes_714","grabsample","none",260,"coliscanEasygel","directplating","directplating"
"1025","bes_651","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1026","bes_649","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1027","bes_687","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1028","bes_693","grabsample","none",180,"coliscanEasygel","directplating","directplating"
"1029","bes_751","grabsample","none",640,"coliscanEasygel","directplating","directplating"
"1030","bes_769","grabsample","none",4540,"coliscanEasygel","directplating","directplating"
"1031","bes_686","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1032","bes_643","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1033","bes_654","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"1034","bes_656","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"1035","bes_688","grabsample","none",120,"coliscanEasygel","directplating","directplating"
"1036","bes_648","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1037","bes_638","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1038","bes_712","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1039","bes_630","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1040","bes_740","grabsample","none",440,"coliscanEasygel","directplating","directplating"
"1041","bes_637","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1042","bes_650","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1043","bes_636","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1044","bes_690","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"1045","bes_628","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1046","bes_642","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1047","bes_689","grabsample","none",120,"coliscanEasygel","directplating","directplating"
"1048","bes_879","grabsample","none",1100,"coliscanEasygel","directplating","directplating"
"1049","bes_808","grabsample","none",1,"coliscanEasygel","directplating","directplating"
"1050","bes_126","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1051","bes_162","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1052","bes_125","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1053","bes_104","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1054","bes_105","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1055","bes_119","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1056","bes_130","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1057","bes_121","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1058","bes_132","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1059","bes_176","grabsample","none",640,"coliscanEasygel","directplating","directplating"
"1060","bes_97","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1061","bes_122","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1062","bes_103","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1063","bes_93","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1064","bes_124","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1065","bes_123","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1066","bes_134","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"1067","bes_107","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1068","bes_94","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1069","bes_99","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1070","bes_152","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1071","bes_133","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1072","bes_96","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1073","bes_108","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1074","bes_109","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1075","bes_100","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1076","bes_120","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1077","bes_106","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1078","bes_98","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1079","bes_92","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1080","bes_131","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1081","bes_95","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1082","bes_127","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1083","bes_129","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1084","bes_128","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1085","bes_91","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1086","bes_101","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1087","bes_102","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1088","bes_1521","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1089","bes_1546","grabsample","none",46,"coliscanEasygel","directplating","directplating"
"1090","bes_1523","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1091","bes_1541","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1092","bes_1538","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1093","bes_1522","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1094","bes_1539","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1095","bes_1548","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1096","bes_1550","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1097","bes_1537","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1098","bes_1545","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1099","bes_1582","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1100","bes_1524","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1101","bes_1520","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1102","bes_1551","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1103","bes_1549","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1104","bes_1594","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1105","bes_1552","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1106","bes_1544","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1107","bes_1518","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1108","bes_1542","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1109","bes_1517","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1110","bes_1543","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1111","bes_1536","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1112","bes_1514","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1113","bes_1511","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1114","bes_1516","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1115","bes_1586","grabsample","none",260,"coliscanEasygel","directplating","directplating"
"1116","bes_1535","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1117","bes_1583","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1118","bes_1509","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1119","bes_1547","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1120","bes_1512","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1121","bes_1519","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1122","bes_1515","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1123","bes_1508","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1124","bes_1510","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1125","bes_1553","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"1126","bes_1513","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1127","bes_242","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1128","bes_346","grabsample","none",1700,"coliscanEasygel","directplating","directplating"
"1129","bes_270","grabsample","none",260,"coliscanEasygel","directplating","directplating"
"1130","bes_243","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1131","bes_254","grabsample","none",180,"coliscanEasygel","directplating","directplating"
"1132","bes_290","grabsample","none",380,"coliscanEasygel","directplating","directplating"
"1133","bes_249","grabsample","none",140,"coliscanEasygel","directplating","directplating"
"1134","bes_215","grabsample","none",40,"coliscanEasygel","directplating","directplating"
"1135","bes_268","grabsample","none",240,"coliscanEasygel","directplating","directplating"
"1136","bes_1333","grabsample","none",80,"coliscanEasygel","directplating","directplating"
