"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"4191","ccu_3995","grabsample","none",101.7,"ccu","directplating","directplating",NA,NA,NA,NA,691,"ccu","directplating","directplating"
"4192","ccu_4440","grabsample","none",667,"ccu","directplating","directplating",NA,NA,NA,NA,4667,"ccu","directplating","directplating"
"4193","ccu_3952","grabsample","none",55.7,"ccu","directplating","directplating",NA,NA,NA,NA,435.2,"ccu","directplating","directplating"
"4194","ccu_3935","grabsample","none",39.9,"ccu","directplating","directplating",NA,NA,NA,NA,1732.9,"ccu","directplating","directplating"
"4195","ccu_3990","grabsample","none",98.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4196","ccu_4275","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"4197","ccu_4364","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"4198","ccu_3967","grabsample","none",75.9,"ccu","directplating","directplating",33,"sm9221e","sm9221","mpn",686.7,"ccu","directplating","directplating"
"4199","ccu_4274","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"4200","ccu_4391","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,733,"ccu","directplating","directplating"
"4201","ccu_3941","grabsample","none",44.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4202","ccu_4390","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"4203","ccu_4272","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"4204","ccu_4267","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"4205","ccu_4268","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4206","ccu_3949","grabsample","none",52.1,"ccu","directplating","directplating",26,"sm9221e","sm9221","mpn",1119.9,"ccu","directplating","directplating"
"4207","ccu_4005","grabsample","none",117.8,"ccu","directplating","directplating",130,"sm9221e","sm9221","mpn",1413.6,"ccu","directplating","directplating"
"4208","ccu_4362","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,633,"ccu","directplating","directplating"
"4209","ccu_4266","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"4210","ccu_3913","grabsample","none",21.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4211","ccu_3921","grabsample","none",29.5,"ccu","directplating","directplating",NA,NA,NA,NA,1011.2,"ccu","directplating","directplating"
"4212","ccu_3970","grabsample","none",76.7,"ccu","directplating","directplating",33,"sm9221e","sm9221","mpn",1046.2,"ccu","directplating","directplating"
"4213","ccu_4269","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4214","ccu_3988","grabsample","none",93.4,"ccu","directplating","directplating",79,"sm9221e","sm9221","mpn",517.2,"ccu","directplating","directplating"
"4215","ccu_4413","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,533,"ccu","directplating","directplating"
"4216","ccu_3979","grabsample","none",83.6,"ccu","directplating","directplating",46,"sm9221e","sm9221","mpn",866.4,"ccu","directplating","directplating"
"4217","ccu_4270","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"4218","ccu_4414","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4219","ccu_4015","grabsample","none",137.6,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4220","ccu_4032","grabsample","none",214.3,"ccu","directplating","directplating",130,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4221","ccu_4363","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"4222","ccu_4265","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4223","ccu_3916","grabsample","none",24.3,"ccu","directplating","directplating",NA,NA,NA,NA,2420,"ccu","directplating","directplating"
"4224","ccu_3994","grabsample","none",101.7,"ccu","directplating","directplating",NA,NA,NA,NA,2420,"ccu","directplating","directplating"
"4225","ccu_4271","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,633,"ccu","directplating","directplating"
"4226","ccu_4264","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4227","ccu_4360","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"4228","ccu_3959","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4229","ccu_4020","grabsample","none",151.5,"ccu","directplating","directplating",170,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4230","ccu_4273","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"4231","ccu_928","grabsample","none",198.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4232","ccu_906","grabsample","none",128.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4233","ccu_897","grabsample","none",113.7,"ccu","directplating","directplating",130,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4234","ccu_904","grabsample","none",125.9,"ccu","directplating","directplating",170,"sm9221e","sm9221","mpn",1011.2,"ccu","directplating","directplating"
"4235","ccu_934","grabsample","none",224.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4236","ccu_884","grabsample","none",98.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4237","ccu_883","grabsample","none",96,"ccu","directplating","directplating",33,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4238","ccu_846","grabsample","none",49.6,"ccu","directplating","directplating",NA,NA,NA,NA,283.6,"ccu","directplating","directplating"
"4239","ccu_879","grabsample","none",95.9,"ccu","directplating","directplating",79,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4240","ccu_933","grabsample","none",224.7,"ccu","directplating","directplating",110,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4241","ccu_888","grabsample","none",101.9,"ccu","directplating","directplating",33,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4242","ccu_872","grabsample","none",83.9,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",816.4,"ccu","directplating","directplating"
"4243","ccu_900","grabsample","none",117.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4244","ccu_857","grabsample","none",57.1,"ccu","directplating","directplating",33,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4245","ccu_942","grabsample","none",290.9,"ccu","directplating","directplating",240,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4246","ccu_944","grabsample","none",307.6,"ccu","directplating","directplating",NA,NA,NA,NA,2420,"ccu","directplating","directplating"
"4247","ccu_915","grabsample","none",150,"ccu","directplating","directplating",130,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4248","ccu_899","grabsample","none",116.9,"ccu","directplating","directplating",NA,NA,NA,NA,2420,"ccu","directplating","directplating"
"4249","ccu_943","grabsample","none",298.7,"ccu","directplating","directplating",79,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4250","ccu_935","grabsample","none",231,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4251","ccu_909","grabsample","none",137.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4252","ccu_890","grabsample","none",102.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4253","ccu_959","grabsample","none",686.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4254","ccu_945","grabsample","none",307.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4255","ccu_3205","grabsample","none",77.1,"ccu","directplating","directplating",79,"sm9221e","sm9221","mpn",2419.6,"ccu","directplating","directplating"
"4256","ccu_3249","grabsample","none",139.1,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",1299.7,"ccu","directplating","directplating"
"4257","ccu_3156","grabsample","none",41.4,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",1553.1,"ccu","directplating","directplating"
"4258","ccu_3194","grabsample","none",68.3,"ccu","directplating","directplating",17,"sm9221e","sm9221","mpn",579.4,"ccu","directplating","directplating"
"4259","ccu_3143","grabsample","none",27.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4260","ccu_3147","grabsample","none",32.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4261","ccu_3218","grabsample","none",86.5,"ccu","directplating","directplating",130,"sm9221e","sm9221","mpn",1299.7,"ccu","directplating","directplating"
"4262","ccu_3198","grabsample","none",69.1,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4263","ccu_3170","grabsample","none",49.6,"ccu","directplating","directplating",NA,NA,NA,NA,2420,"ccu","directplating","directplating"
"4264","ccu_3237","grabsample","none",116.9,"ccu","directplating","directplating",NA,NA,NA,NA,2420,"ccu","directplating","directplating"
"4265","ccu_3263","grabsample","none",214.2,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",2419.6,"ccu","directplating","directplating"
"4266","ccu_3190","grabsample","none",64.4,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",547.5,"ccu","directplating","directplating"
"4267","ccu_3240","grabsample","none",123.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4268","ccu_3209","grabsample","none",79.4,"ccu","directplating","directplating",170,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4269","ccu_3228","grabsample","none",98.7,"ccu","directplating","directplating",79,"sm9221e","sm9221","mpn",727,"ccu","directplating","directplating"
"4270","ccu_3260","grabsample","none",178.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4271","ccu_3216","grabsample","none",83.3,"ccu","directplating","directplating",49,"sm9221e","sm9221","mpn",2420,"ccu","directplating","directplating"
"4272","ccu_3251","grabsample","none",139.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4273","ccu_3184","grabsample","none",58.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4274","ccu_3272","grabsample","none",365.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4275","ccu_3212","grabsample","none",80.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4276","ccu_3186","grabsample","none",61.3,"ccu","directplating","directplating",NA,NA,NA,NA,1732.9,"ccu","directplating","directplating"
"4277","ccu_3225","grabsample","none",93.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4278","ccu_3221","grabsample","none",88.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4279","ccu_1137","grabsample","none",23.5,"ccu","directplating","directplating",NA,NA,NA,NA,376.2,"ccu","directplating","directplating"
"4280","ccu_1151","grabsample","none",28.5,"ccu","directplating","directplating",NA,NA,NA,NA,920.8,"ccu","directplating","directplating"
"4281","ccu_1209","grabsample","none",51.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4282","ccu_1245","grabsample","none",88.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4283","ccu_1180","grabsample","none",37.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4284","ccu_1216","grabsample","none",54.8,"ccu","directplating","directplating",NA,NA,NA,NA,261.3,"ccu","directplating","directplating"
"4285","ccu_1192","grabsample","none",43.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4286","ccu_1163","grabsample","none",31.3,"ccu","directplating","directplating",NA,NA,NA,NA,1732.9,"ccu","directplating","directplating"
"4287","ccu_1253","grabsample","none",114.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4288","ccu_1187","grabsample","none",42,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4289","ccu_1160","grabsample","none",30.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4290","ccu_1143","grabsample","none",26.5,"ccu","directplating","directplating",NA,NA,NA,NA,517.2,"ccu","directplating","directplating"
"4291","ccu_1241","grabsample","none",82,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4292","ccu_1198","grabsample","none",47.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4293","ccu_1217","grabsample","none",55.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4294","ccu_1238","grabsample","none",75.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4295","ccu_1226","grabsample","none",61.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4296","ccu_1199","grabsample","none",47.1,"ccu","directplating","directplating",NA,NA,NA,NA,579.4,"ccu","directplating","directplating"
"4297","ccu_1122","grabsample","none",12.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4298","ccu_1135","grabsample","none",22.8,"ccu","directplating","directplating",NA,NA,NA,NA,461.1,"ccu","directplating","directplating"
"4299","ccu_1188","grabsample","none",42,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"4300","ccu_1207","grabsample","none",50.4,"ccu","directplating","directplating",NA,NA,NA,NA,1732.9,"ccu","directplating","directplating"
"4301","ccu_1213","grabsample","none",52.1,"ccu","directplating","directplating",NA,NA,NA,NA,1119.9,"ccu","directplating","directplating"
"4302","ccu_1627","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,600,"ccu","directplating","directplating"
"4303","ccu_1538","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4304","ccu_1460","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"4305","ccu_1647","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,1500,"ccu","directplating","directplating"
"4306","ccu_1457","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4307","ccu_1459","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"4308","ccu_1463","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"4309","ccu_1560","grabsample","none",34,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4310","ccu_1456","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4311","ccu_1458","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4312","ccu_1461","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,134,"ccu","directplating","directplating"
"4313","ccu_1539","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4314","ccu_1596","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,667,"ccu","directplating","directplating"
"4315","ccu_1540","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,1600,"ccu","directplating","directplating"
"4316","ccu_1462","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"4317","ccu_1597","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,433,"ccu","directplating","directplating"
"4318","ccu_1466","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"4319","ccu_1595","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4320","ccu_1628","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4321","ccu_1467","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"4322","ccu_1465","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4323","ccu_1464","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4324","ccu_3027","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"4325","ccu_2938","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"4326","ccu_2935","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4327","ccu_3082","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"4328","ccu_3028","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"4329","ccu_2937","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"4330","ccu_3054","grabsample","none",34,"ccu","directplating","directplating",NA,NA,NA,NA,234,"ccu","directplating","directplating"
"4331","ccu_2939","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"4332","ccu_2941","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,4300,"ccu","directplating","directplating"
"4333","ccu_2940","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"4334","ccu_2936","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4335","ccu_3031","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"4336","ccu_2944","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4337","ccu_3087","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"4338","ccu_2942","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,867,"ccu","directplating","directplating"
"4339","ccu_3029","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4340","ccu_3067","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"4341","ccu_3030","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"4342","ccu_2934","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4343","ccu_2943","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"4344","ccu_2933","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"4345","ccu_3081","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4346","ccu_5295","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"4347","ccu_5216","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"4348","ccu_5294","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"4349","ccu_5354","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"4350","ccu_5353","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,867,"ccu","directplating","directplating"
"4351","ccu_5356","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,600,"ccu","directplating","directplating"
"4352","ccu_5217","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4353","ccu_5355","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,1133,"ccu","directplating","directplating"
"4354","ccu_5336","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"4355","ccu_5297","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,667,"ccu","directplating","directplating"
"4356","ccu_5301","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,800,"ccu","directplating","directplating"
"4357","ccu_5335","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,767,"ccu","directplating","directplating"
"4358","ccu_5303","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"4359","ccu_5300","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,433,"ccu","directplating","directplating"
"4360","ccu_5293","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4361","ccu_5218","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"4362","ccu_5219","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"4363","ccu_5334","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"4364","ccu_5298","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"4365","ccu_5299","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"4366","ccu_5296","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,433,"ccu","directplating","directplating"
"4367","ccu_5302","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"4368","ccu_423","grabsample","none",767,"ccu","directplating","directplating",NA,NA,NA,NA,3633,"ccu","directplating","directplating"
"4369","ccu_466","grabsample","none",1467,"ccu","directplating","directplating",NA,NA,NA,NA,2633,"ccu","directplating","directplating"
"4370","ccu_321","grabsample","none",233,"ccu","directplating","directplating",NA,NA,NA,NA,733,"ccu","directplating","directplating"
"4371","ccu_472","grabsample","none",1633,"ccu","directplating","directplating",NA,NA,NA,NA,5233,"ccu","directplating","directplating"
"4372","ccu_322","grabsample","none",233,"ccu","directplating","directplating",NA,NA,NA,NA,533,"ccu","directplating","directplating"
"4373","ccu_442","grabsample","none",967,"ccu","directplating","directplating",NA,NA,NA,NA,3367,"ccu","directplating","directplating"
"4374","ccu_411","grabsample","none",667,"ccu","directplating","directplating",NA,NA,NA,NA,1500,"ccu","directplating","directplating"
"4375","ccu_404","grabsample","none",600,"ccu","directplating","directplating",NA,NA,NA,NA,2667,"ccu","directplating","directplating"
"4376","ccu_391","grabsample","none",567,"ccu","directplating","directplating",NA,NA,NA,NA,1633,"ccu","directplating","directplating"
"4377","ccu_455","grabsample","none",1167,"ccu","directplating","directplating",NA,NA,NA,NA,3733,"ccu","directplating","directplating"
"4378","ccu_424","grabsample","none",767,"ccu","directplating","directplating",NA,NA,NA,NA,1633,"ccu","directplating","directplating"
"4379","ccu_324","grabsample","none",267,"ccu","directplating","directplating",NA,NA,NA,NA,1600,"ccu","directplating","directplating"
"4380","ccu_304","grabsample","none",167,"ccu","directplating","directplating",NA,NA,NA,NA,667,"ccu","directplating","directplating"
"4381","ccu_383","grabsample","none",500,"ccu","directplating","directplating",NA,NA,NA,NA,1467,"ccu","directplating","directplating"
"4382","ccu_323","grabsample","none",233,"ccu","directplating","directplating",NA,NA,NA,NA,1233,"ccu","directplating","directplating"
"4383","ccu_325","grabsample","none",267,"ccu","directplating","directplating",NA,NA,NA,NA,1467,"ccu","directplating","directplating"
"4384","ccu_434","grabsample","none",867,"ccu","directplating","directplating",NA,NA,NA,NA,2033,"ccu","directplating","directplating"
"4385","ccu_413","grabsample","none",667,"ccu","directplating","directplating",NA,NA,NA,NA,3767,"ccu","directplating","directplating"
"4386","ccu_359","grabsample","none",400,"ccu","directplating","directplating",NA,NA,NA,NA,1433,"ccu","directplating","directplating"
"4387","ccu_315","grabsample","none",200,"ccu","directplating","directplating",NA,NA,NA,NA,967,"ccu","directplating","directplating"
"4388","ccu_300","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"4389","ccu_412","grabsample","none",667,"ccu","directplating","directplating",NA,NA,NA,NA,1400,"ccu","directplating","directplating"
"4390","ccu_421","grabsample","none",733,"ccu","directplating","directplating",NA,NA,NA,NA,2967,"ccu","directplating","directplating"
"4391","ccu_303","grabsample","none",167,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"4392","ccu_474","grabsample","none",1700,"ccu","directplating","directplating",NA,NA,NA,NA,5900,"ccu","directplating","directplating"
"4393","ccu_454","grabsample","none",1133,"ccu","directplating","directplating",NA,NA,NA,NA,3233,"ccu","directplating","directplating"
"4394","ccu_479","grabsample","none",2033,"ccu","directplating","directplating",NA,NA,NA,NA,5600,"ccu","directplating","directplating"
"4395","ccu_456","grabsample","none",1167,"ccu","directplating","directplating",NA,NA,NA,NA,4033,"ccu","directplating","directplating"
"4396","ccu_433","grabsample","none",867,"ccu","directplating","directplating",NA,NA,NA,NA,4533,"ccu","directplating","directplating"
"4397","ccu_453","grabsample","none",1133,"ccu","directplating","directplating",NA,NA,NA,NA,3367,"ccu","directplating","directplating"
"4398","ccu_452","grabsample","none",1133,"ccu","directplating","directplating",NA,NA,NA,NA,3567,"ccu","directplating","directplating"
"4399","ccu_420","grabsample","none",733,"ccu","directplating","directplating",NA,NA,NA,NA,3433,"ccu","directplating","directplating"
"4400","ccu_432","grabsample","none",867,"ccu","directplating","directplating",NA,NA,NA,NA,3867,"ccu","directplating","directplating"
"4401","ccu_431","grabsample","none",833,"ccu","directplating","directplating",NA,NA,NA,NA,2567,"ccu","directplating","directplating"
"4402","ccu_263","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"4403","ccu_438","grabsample","none",900,"ccu","directplating","directplating",NA,NA,NA,NA,3333,"ccu","directplating","directplating"
"4404","ccu_448","grabsample","none",1067,"ccu","directplating","directplating",NA,NA,NA,NA,3300,"ccu","directplating","directplating"
"4405","ccu_7282","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"4406","ccu_7219","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"4407","ccu_7343","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"4408","ccu_7221","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"4409","ccu_7342","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
