"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"1803","ccu_7099","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"1804","ccu_6985","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1805","ccu_7081","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1806","ccu_6982","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"1807","ccu_7050","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"1808","ccu_6977","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"1809","ccu_7098","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,600,"ccu","directplating","directplating"
"1810","ccu_7111","grabsample","none",300,"ccu","directplating","directplating",NA,NA,NA,NA,867,"ccu","directplating","directplating"
"1811","ccu_7047","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"1812","ccu_6986","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"1813","ccu_7046","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"1814","ccu_6978","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1815","ccu_6987","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1816","ccu_6979","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1817","ccu_6976","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1818","ccu_7045","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1819","ccu_6384","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1820","ccu_6530","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,667,"ccu","directplating","directplating"
"1821","ccu_6499","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,1367,"ccu","directplating","directplating"
"1822","ccu_6381","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1233,"ccu","directplating","directplating"
"1823","ccu_6450","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"1824","ccu_6383","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"1825","ccu_6501","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,767,"ccu","directplating","directplating"
"1826","ccu_6529","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,1167,"ccu","directplating","directplating"
"1827","ccu_6382","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1233,"ccu","directplating","directplating"
"1828","ccu_6500","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,1267,"ccu","directplating","directplating"
"1829","ccu_6449","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1830","ccu_6451","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"1831","ccu_6380","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"1832","ccu_6379","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1833","ccu_6502","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1834","ccu_6378","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"1835","ccu_6531","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"1836","ccu_6498","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"1837","ccu_6497","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"1838","ccu_6540","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,533,"ccu","directplating","directplating"
"1839","ccu_6448","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,433,"ccu","directplating","directplating"
"1840","ccu_3388","grabsample","none",42,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1841","ccu_3426","grabsample","none",59.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1842","ccu_3467","grabsample","none",106.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1843","ccu_3398","grabsample","none",45.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1844","ccu_3409","grabsample","none",50.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1845","ccu_3449","grabsample","none",81.3,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"1846","ccu_3469","grabsample","none",117.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1847","ccu_3429","grabsample","none",60.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1848","ccu_3442","grabsample","none",68.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1849","ccu_3349","grabsample","none",25.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1850","ccu_3455","grabsample","none",90.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1851","ccu_3471","grabsample","none",125.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1852","ccu_3421","grabsample","none",55.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1853","ccu_3408","grabsample","none",49.5,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"1854","ccu_3463","grabsample","none",103.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1855","ccu_3343","grabsample","none",22.3,"ccu","directplating","directplating",NA,NA,NA,NA,547.5,"ccu","directplating","directplating"
"1856","ccu_3342","grabsample","none",21.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1857","ccu_3387","grabsample","none",42,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1858","ccu_3466","grabsample","none",105,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1859","ccu_3435","grabsample","none",63.1,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"1860","ccu_3350","grabsample","none",25.6,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"1861","ccu_3448","grabsample","none",80.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1862","ccu_3428","grabsample","none",60.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1863","ccu_3795","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1864","ccu_3789","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,533,"ccu","directplating","directplating"
"1865","ccu_3792","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,533,"ccu","directplating","directplating"
"1866","ccu_3778","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"1867","ccu_3794","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"1868","ccu_3796","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1869","ccu_3793","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"1870","ccu_3791","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"1871","ccu_3780","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1872","ccu_3858","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"1873","ccu_3784","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1874","ccu_3787","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1875","ccu_3786","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1876","ccu_3782","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1877","ccu_3779","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1878","ccu_3785","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1879","ccu_3847","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"1880","ccu_3781","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"1881","ccu_3788","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,600,"ccu","directplating","directplating"
"1882","ccu_3790","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"1883","ccu_3783","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1884","ccu_6988","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"1885","ccu_6989","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"1886","ccu_6990","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1887","ccu_7082","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1888","ccu_6992","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"1889","ccu_7084","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,466,"ccu","directplating","directplating"
"1890","ccu_7100","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1891","ccu_7101","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1892","ccu_6993","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1893","ccu_7083","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,433,"ccu","directplating","directplating"
"1894","ccu_6994","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,933,"ccu","directplating","directplating"
"1895","ccu_7085","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1896","ccu_7051","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1897","ccu_7053","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,833,"ccu","directplating","directplating"
"1898","ccu_7052","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,1100,"ccu","directplating","directplating"
"1899","ccu_7102","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"1900","ccu_6991","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"1901","ccu_6995","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"1902","ccu_6996","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"1903","ccu_6997","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"1904","ccu_6503","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1905","ccu_6504","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1906","ccu_6385","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1067,"ccu","directplating","directplating"
"1907","ccu_6391","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1067,"ccu","directplating","directplating"
"1908","ccu_6505","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"1909","ccu_6507","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,700,"ccu","directplating","directplating"
"1910","ccu_6548","grabsample","none",167,"ccu","directplating","directplating",NA,NA,NA,NA,933,"ccu","directplating","directplating"
"1911","ccu_6393","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1067,"ccu","directplating","directplating"
"1912","ccu_6387","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1913","ccu_6542","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"1914","ccu_6506","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,900,"ccu","directplating","directplating"
"1915","ccu_6453","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"1916","ccu_6543","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"1917","ccu_6532","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,833,"ccu","directplating","directplating"
"1918","ccu_6392","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"1919","ccu_6533","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,1733,"ccu","directplating","directplating"
"1920","ccu_6556","grabsample","none",333,"ccu","directplating","directplating",NA,NA,NA,NA,1233,"ccu","directplating","directplating"
"1921","ccu_6386","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"1922","ccu_6390","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1767,"ccu","directplating","directplating"
"1923","ccu_6452","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,1000,"ccu","directplating","directplating"
"1924","ccu_6541","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,1300,"ccu","directplating","directplating"
"1925","ccu_6388","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"1926","ccu_6389","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"1927","ccu_3337","grabsample","none",15.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1928","ccu_3352","grabsample","none",26.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1929","ccu_3465","grabsample","none",104.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1930","ccu_3472","grabsample","none",167,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1931","ccu_3431","grabsample","none",61.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1932","ccu_3451","grabsample","none",83.3,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"1933","ccu_3432","grabsample","none",62.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1934","ccu_3393","grabsample","none",43.7,"ccu","directplating","directplating",NA,NA,NA,NA,613.1,"ccu","directplating","directplating"
"1935","ccu_3379","grabsample","none",36.4,"ccu","directplating","directplating",NA,NA,NA,NA,980.4,"ccu","directplating","directplating"
"1936","ccu_3461","grabsample","none",98.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1937","ccu_3405","grabsample","none",48,"ccu","directplating","directplating",NA,NA,NA,NA,1553.1,"ccu","directplating","directplating"
"1938","ccu_3407","grabsample","none",48.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1939","ccu_3445","grabsample","none",75.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1940","ccu_3430","grabsample","none",60.5,"ccu","directplating","directplating",NA,NA,NA,NA,1203.3,"ccu","directplating","directplating"
"1941","ccu_3476","grabsample","none",1732.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1942","ccu_3423","grabsample","none",56.5,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"1943","ccu_3374","grabsample","none",35.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1944","ccu_3348","grabsample","none",24.9,"ccu","directplating","directplating",NA,NA,NA,NA,920.8,"ccu","directplating","directplating"
"1945","ccu_3373","grabsample","none",35.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1946","ccu_3422","grabsample","none",55.6,"ccu","directplating","directplating",NA,NA,NA,NA,1046.2,"ccu","directplating","directplating"
"1947","ccu_3384","grabsample","none",37.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1948","ccu_3389","grabsample","none",42.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1949","ccu_3366","grabsample","none",32.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1950","ccu_3399","grabsample","none",47.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"1951","ccu_3806","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"1952","ccu_3807","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,633,"ccu","directplating","directplating"
"1953","ccu_3813","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"1954","ccu_3798","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1955","ccu_3808","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1067,"ccu","directplating","directplating"
"1956","ccu_3812","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1957","ccu_3816","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,767,"ccu","directplating","directplating"
"1958","ccu_3809","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"1959","ccu_3797","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"1960","ccu_3866","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"1961","ccu_3815","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"1962","ccu_3801","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"1963","ccu_3799","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"1964","ccu_3810","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1167,"ccu","directplating","directplating"
"1965","ccu_3805","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"1966","ccu_3811","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,2500,"ccu","directplating","directplating"
"1967","ccu_3802","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"1968","ccu_3800","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"1969","ccu_3803","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"1970","ccu_3817","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"1971","ccu_3804","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,933,"ccu","directplating","directplating"
"1972","ccu_3814","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,800,"ccu","directplating","directplating"
"1973","ccu_3818","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1974","ccu_7087","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"1975","ccu_7056","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1976","ccu_7055","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1977","ccu_6999","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"1978","ccu_7086","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"1979","ccu_7001","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,733,"ccu","directplating","directplating"
"1980","ccu_7054","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1981","ccu_6998","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1982","ccu_7000","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"1983","ccu_7089","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"1984","ccu_7057","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1985","ccu_7090","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"1986","ccu_7002","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,833,"ccu","directplating","directplating"
"1987","ccu_7004","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1988","ccu_7091","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"1989","ccu_7003","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"1990","ccu_7006","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"1991","ccu_7007","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"1992","ccu_7088","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"1993","ccu_7005","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,467,"ccu","directplating","directplating"
"1994","ccu_7008","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"1995","ccu_7092","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"1996","ccu_7009","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"1997","ccu_6455","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"1998","ccu_6454","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"1999","ccu_6394","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"2000","ccu_6544","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,567,"ccu","directplating","directplating"
"2001","ccu_6456","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"2002","ccu_6398","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"2003","ccu_6508","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"2004","ccu_6397","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1033,"ccu","directplating","directplating"
"2005","ccu_6396","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"2006","ccu_6395","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"2007","ccu_6457","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"2008","ccu_3406","grabsample","none",48,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2009","ccu_3346","grabsample","none",23.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2010","ccu_3410","grabsample","none",50.4,"ccu","directplating","directplating",NA,NA,NA,NA,1413.6,"ccu","directplating","directplating"
"2011","ccu_3446","grabsample","none",75.9,"ccu","directplating","directplating",NA,NA,NA,NA,913.9,"ccu","directplating","directplating"
"2012","ccu_3470","grabsample","none",118.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2013","ccu_3454","grabsample","none",86.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2014","ccu_3363","grabsample","none",31.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2015","ccu_3437","grabsample","none",64.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2016","ccu_3460","grabsample","none",95.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2017","ccu_3353","grabsample","none",26.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2018","ccu_3440","grabsample","none",65.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"2019","ccu_3824","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"2020","ccu_3825","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"2021","ccu_3849","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"2022","ccu_3820","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"2023","ccu_3859","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,800,"ccu","directplating","directplating"
"2024","ccu_3819","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"2025","ccu_3848","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
